id,Goods
2177,瓶装啤酒
2177,其他蔬菜
2178,黑面包
2178,火腿
2178,人造黄油
2178,洋葱
2178,其他蔬菜
2179,瓶装啤酒
2180,风味蛋糕
2180,仁果类水果
2180,苏打
2180,特色巧克力
2181,水果/蔬菜汁
2181,餐巾
2181,意大利面
2181,苏打
2181,起泡酒
2181,醋
2182,凝乳
2182,冷冻甜点
2182,电灯泡
2182,坚果/李子
2182,仁果类水果
2182,甜食
2183,甜点
2183,猪肉
2183,购物袋
2183,苏打
2184,冷冻热狗肠
2184,硬奶酪
2184,其他蔬菜
2184,面包卷
2184,香肠
2185,面包卷
2185,朗姆酒
2186,瓶装水
2186,猫食
2186,凝乳
2186,本地蛋类
2186,一般肉类
2186,报纸
2186,其他蔬菜
2186,糕点
2186,面包卷
2186,香肠
2186,购物袋
2186,切片奶酪
2186,苏打
2187,巧克力
2187,奶油乳酪
2187,热带水果
2188,鸡
2188,汉堡肉
2188,其他蔬菜
2189,全脂牛奶
2189,酸奶
2190,火腿
2191,苏打
2192,鸡
2192,汉堡肉
2192,其他蔬菜
2193,罐装啤酒
2194,糕点
2194,仁果类水果
2195,瓶装水
2195,奶油乳酪
2195,碗碟
2195,冷冻甜点
2195,餐巾
2195,仁果类水果
2195,面包卷
2195,热带水果
2195,威化饼
2195,全脂牛奶
2196,本地蛋类
2196,面包卷
2197,瓶装水
2197,猫食
2197,凝乳
2197,一般肉类
2197,猪肉
2197,面包卷
2197,苏打
2197,热带水果
2197,全脂牛奶
2198,柑橘类水果
2198,男性化妆品
2199,猫食
2199,柑橘类水果
2199,凝乳
2199,香草
2199,其他蔬菜
2199,仁果类水果
2199,根茎类蔬菜
2199,香肠
2199,购物袋
2199,软奶酪
2199,酸奶
2200,面包卷
2200,茶
2201,电灯泡
2202,报纸
2202,面包卷
2203,一般饮料
2203,一般肉类
2203,购物袋
2203,甜食
2203,热带水果
2204,瓶装水
2204,冷冻蔬菜
2204,香草
2204,根茎类蔬菜
2204,购物袋
2205,瓶装水
2205,热带水果
2205,面包干
2206,莓果
2206,瓶装水
2206,柑橘类水果
2206,仁果类水果
2206,粉红葡萄酒
2206,苏打
2206,热带水果
2207,一般饮料
2207,冷冻甜点
2207,冷冻餐饭
2207,全脂牛奶
2208,人造黄油
2208,餐巾
2209,本地蛋类
2209,水果/蔬菜汁
2209,汉堡肉
2209,冰淇淋
2209,人造黄油
2209,糕点
2209,爆米花
2209,粉红葡萄酒
2209,咸点心
2209,购物袋
2209,苏打
2209,甜食
2209,糖水
2209,白面包
2209,全脂牛奶
2210,瓶装水
2210,甜点
2210,面包卷
2210,特制门锁
2211,牛肉
2211,餐巾
2211,酸奶油
2212,一般饮料
2212,黑面包
2212,本地蛋类
2212,报纸
2212,其他蔬菜
2212,糕点
2212,苏打
2213,瓶装水
2213,芥末
2213,其他蔬菜
2213,热带水果
2213,全脂牛奶
2214,牛肉
2214,鸡
2214,柑橘类水果
2214,其他蔬菜
2214,仁果类水果
2214,面包卷
2214,根茎类蔬菜
2214,热带水果
2214,全脂牛奶
2215,黑面包
2215,水果/蔬菜汁
2215,报纸
2215,购物袋
2216,汉堡肉
2216,糕点
2216,香肠
2216,购物袋
2216,全脂牛奶
2217,凝乳
2217,汉堡肉
2217,卫生用品
2217,即食食品
2217,餐巾
2217,面包卷
2217,全脂牛奶
2218,本地蛋类
2218,洋葱
2218,其他蔬菜
2218,猪肉
2218,根茎类蔬菜
2218,酸奶
2219,发酵粉
2219,柑橘类水果
2219,面粉
2219,仁果类水果
2219,香肠
2219,热带水果
2220,苏打
2221,苏打
2221,甜食
2221,威化饼
2222,速溶咖啡
2222,糕点
2223,罐头鱼
2223,巧克力
2223,面粉
2223,长面包
2223,人造黄油
2223,其他蔬菜
2223,糕点
2223,全脂牛奶
2224,瓶装啤酒
2224,瓶装水
2224,卫生用品
2224,果酱
2224,根茎类蔬菜
2224,苏打
2224,特色巧克力
2224,全脂牛奶
2224,酸奶
2225,罐头鱼
2225,厨房清洁剂
2225,餐巾
2225,糕点
2225,苏打
2225,威化饼
2225,酸奶油
2226,咖啡
2226,硬奶酪
2226,全脂牛奶
2227,口香糖
2227,狗粮
2227,本地蛋类
2227,苏打
2227,特色奶酪
2227,酸奶油
2227,全脂牛奶
2228,黄油
2228,糖果
2228,柑橘类水果
2228,咖啡
2228,报纸
2228,糕点
2228,半成品面包
2228,购物袋
2228,全脂牛奶
2229,其他蔬菜
2229,酸奶油
2230,瓶装水
2230,冷冻土豆制品
2230,冷冻蔬菜
2230,水果/蔬菜汁
2230,芥末
2230,餐巾
2230,猪肉
2230,根茎类蔬菜
2230,购物袋
2230,切片奶酪
2231,洋葱
2231,仁果类水果
2231,全脂牛奶
2232,瓶装啤酒
2233,其他蔬菜
2234,罐头蔬菜
2234,凝乳
2234,购物袋
2234,苏打
2234,酸奶油
2234,全脂牛奶
2234,酸奶
2235,糕点
2235,苏打
2236,黑面包
2236,罐头鱼
2236,肉泥
2236,香肠
2237,干面包
2237,香肠
2237,苏打
2237,特色奶酪
2238,咸点心
2239,甜点
2240,黑面包
2240,汉堡肉
2240,硬奶酪
2240,香草
2240,猪肉
2240,苏打
2240,甜食
2240,酸奶
2241,口香糖
2241,冷冻热狗肠
2241,冷冻鱼
2241,报纸
2241,香肠
2241,热带水果
2241,白酒
2241,全脂牛奶
2242,黄油
2243,罐装啤酒
2243,人造黄油
2243,其他蔬菜
2243,朗姆酒
2243,白面包
2244,干面包
2244,面包卷
2244,苏打
2245,冷冻热狗肠
2245,硬奶酪
2245,坚果小吃
2245,香肠
2245,购物袋
2245,苏打
2246,一般饮料
2246,酪
2246,凝乳
2246,牙齿保健用品
2246,长面包
2246,小食
2246,威化饼
2246,全脂牛奶
2247,黑面包
2247,鸡
2247,冷冻热狗肠
2247,油
2248,瓶装啤酒
2248,瓶装水
2248,根茎类蔬菜
2249,苏打
2250,黄油
2250,酸奶油
2250,酸奶
2251,瓶装水
2251,猫食
2251,购物袋
2251,白酒
2252,口香糖
2253,莓果
2253,根茎类蔬菜
2253,购物袋
2253,酸奶油
2253,全脂牛奶
2254,其他蔬菜
2255,面包卷
2255,酸奶
2256,水果/蔬菜汁
2256,长面包
2256,其他蔬菜
2256,购物袋
2256,热带水果
2256,全脂牛奶
2257,全脂牛奶
2258,糖果
2258,罐装啤酒
2258,凝乳
2258,威化饼
2259,黄油
2259,硬奶酪
2259,白酒
2259,全脂牛奶
2260,瓶装水
2261,巧克力
2261,苏打
2261,特色巧克力
2262,黑面包
2262,黄油
2262,糖果
2262,柑橘类水果
2262,凝乳酪
2262,本地蛋类
2262,火腿
2262,硬奶酪
2262,人造黄油
2262,其他蔬菜
2262,面包卷
2262,香肠
2262,苏打
2263,水果/蔬菜汁
2263,油
2264,汉堡肉
2264,酸奶油
2264,全脂牛奶
2265,冷冻蔬菜
2265,洋葱
2265,酸奶
2266,猫食
2266,猪肉
2267,本地蛋类
2267,女性卫生用品
2267,冷冻蔬菜
2267,餐巾
2267,腌菜
2267,仁果类水果
2267,切片奶酪
2267,特色蔬菜
2267,酸奶
2268,牛肉
2268,罐装啤酒
2268,凝乳
2268,猪肉
2268,根茎类蔬菜
2268,切片奶酪
2268,苏打
2269,柑橘类水果
2269,仁果类水果
2270,糕点
2270,酸奶
2271,一般饮料
2271,白兰地
2271,罐装啤酒
2271,罐头鱼
2271,冷冻热狗肠
2271,硬奶酪
2271,其他蔬菜
2271,面包卷
2271,购物袋
2271,苏打
2271,酸奶
2272,本地蛋类
2272,冷冻热狗肠
2272,火腿
2272,仁果类水果
2273,黑面包
2274,白兰地
2274,香草
2274,其他蔬菜
2274,根茎类蔬菜
2274,咸点心
2274,购物袋
2274,皮肤护理用品
2274,威化饼
2274,酸奶
2275,厨房清洁剂
2275,餐巾
2276,有机蔬菜
2276,购物袋
2276,酸奶
2277,水果/蔬菜汁
2277,芥末
2277,其他蔬菜
2277,仁果类水果
2277,香肠
2277,购物袋
2277,酸奶
2278,酱油
2278,特色巧克力
2279,黑面包
2279,意大利面
2279,糕点
2280,一般饮料
2280,酪
2280,柑橘类水果
2280,购物袋
2280,苏打
2280,热带水果
2280,全脂牛奶
2281,奶油乳酪
2281,冰淇淋
2281,特色巧克力
2281,白面包
2282,一般饮料
2282,糖果
2282,其他饮料
2282,面包卷
2282,软奶酪
2282,糖
2283,糖果
2283,凝乳
2283,花卉种子
2283,布丁粉
2283,购物袋
2283,酸奶油
2284,巧克力棉花糖
2284,冰淇淋
2285,硬奶酪
2285,苏打
2286,脱钙液
2286,一般清洁剂
2286,卫生用品
2287,瓶装啤酒
2287,瓶装水
2287,牙齿保健用品
2287,苏打
2288,苏打
2288,特制门锁
2289,油
2289,其他蔬菜
2289,仁果类水果
2289,酸奶油
2290,酪
2290,全脂牛奶
2290,酸奶
2291,威化饼
2292,罐头蔬菜
2292,甜点
2292,其他蔬菜
2292,香肠
2293,瓶装啤酒
2293,瓶装水
2293,鸡
2293,仁果类水果
2293,购物袋
2293,超高温杀菌的牛奶
2294,一般饮料
2294,面包卷
2295,冷冻甜点
2295,冰淇淋
2295,咸点心
2296,黄油
2296,水果/蔬菜汁
2296,其他饮料
2296,切片奶酪
2297,一般饮料
2297,威化饼
2298,黑面包
2298,甜点
2298,花卉种子
2298,冷冻热狗肠
2298,面包卷
2298,季节性商品
2298,热带水果
2299,一般清洁剂
2300,柑橘类水果
2300,凝乳
2300,本地蛋类
2300,人造黄油
2300,报纸
2300,仁果类水果
2300,香肠
2300,全脂牛奶
2301,鸡
2301,奶油乳酪
2301,卫生用品
2301,其他蔬菜
2301,全脂牛奶
2302,瓶装啤酒
2302,口香糖
2302,开胃酒
2302,酸奶
2303,瓶装啤酒
2303,瓶装水
2303,油
2303,咸点心
2303,特色巧克力
2303,全脂牛奶
2303,酸奶
2304,瓶装水
2304,酸奶
2305,酸奶油
2306,瓶装水
2306,硬奶酪
2306,面包卷
2306,全脂牛奶
2306,酸奶
2307,发酵粉
2307,酪
2307,柑橘类水果
2307,全脂牛奶
2307,酸奶
2308,全脂牛奶
2309,发酵粉
2309,柑橘类水果
2309,面粉
2309,人造黄油
2309,意大利面
2309,苏打
2309,糖
2310,糖果
2310,罐头鱼
2310,咖啡
2310,其他蔬菜
2310,猪肉
2310,特制门锁
2310,全脂牛奶
2311,一般饮料
2312,保鲜膜/袋
2312,卫生用品
2312,报纸
2312,超高温杀菌的牛奶
2313,牛肉
2313,糖果
2313,牙齿保健用品
2313,厨房清洁剂
2313,冷冻蔬菜
2313,相片/膜
2313,甜食
2313,全脂牛奶
2314,其他蔬菜
2315,瓶装水
2315,面包卷
2315,全脂牛奶
2315,酸奶
2316,蜡烛
2316,柑橘类水果
2316,冷冻热狗肠
2316,其他蔬菜
2316,热带水果
2316,全脂牛奶
2317,糕点
2317,面包卷
2317,苏打
2317,酸奶
2318,罐装啤酒
2319,罐装啤酒
2320,报纸
2320,其他蔬菜
2320,酸奶油
2320,酸奶
2321,瓶装水
2321,黑面包
2321,糖果
2321,面粉
2321,冷冻热狗肠
2321,其他蔬菜
2321,香肠
2322,罐装啤酒
2323,风味蛋糕
2323,香草
2323,其他蔬菜
2323,猪肉
2323,融化奶酪
2324,瓶装啤酒
2324,瓶装水
2324,黑面包
2324,糖果
2324,咖啡
2324,冷冻热狗肠
2324,冷冻甜点
2324,冰淇淋
2324,融化奶酪
2324,面包卷
2324,苏打
2324,糖
2324,白面包
2324,全脂牛奶
2324,酸奶
2325,巧克力
2325,特制门锁
2326,柑橘类水果
2326,水果/蔬菜汁
2326,热带水果
2327,猫食
2327,特色油脂
2327,糖
2328,黑面包
2328,面包卷
2328,苏打
2328,水果奶油涂抹酱
2329,一般饮料
2329,瓶装水
2329,风味蛋糕
2329,报纸
2329,全脂牛奶
2330,糕点
2330,全脂牛奶
2331,糕点
2331,全脂牛奶
2332,卫生用品
2333,牛肉
2333,柑橘类水果
2333,咖啡
2333,糕点
2333,面包卷
2333,根茎类蔬菜
2333,季节性商品
2333,全脂牛奶
2334,牛肉
2334,黄油
2334,面粉
2334,水果/蔬菜汁
2334,一般肉类
2334,餐巾
2334,根茎类蔬菜
2334,威士忌酒
2334,白酒
2335,牛肉
2335,其他蔬菜
2335,面包卷
2335,全脂牛奶
2336,仁果类水果
2336,全脂牛奶
2336,酸奶
2337,其他蔬菜
2337,面包卷
2338,甜味剂
2338,厨房清洁剂
2338,碗碟
2338,汉堡肉
2338,面包卷
2338,酱油
2338,酸奶
2339,面包卷
2339,特色巧克力
2340,速溶咖啡
2341,罐装啤酒
2342,猪肉
2342,面包卷
2342,苏打
2343,一般饮料
2343,瓶装啤酒
2343,面粉
2343,人造黄油
2343,猪肉
2344,莓果
2344,瓶装水
2344,奶油乳酪
2344,面包卷
2344,根茎类蔬菜
2344,苏打
2344,热带水果
2344,全脂牛奶
2344,酸奶
2345,瓶装水
2345,猫食
2345,餐巾
2345,全脂牛奶
2346,发酵粉
2346,莓果
2346,瓶装啤酒
2346,黄油
2346,本地蛋类
2346,冷冻热狗肠
2346,冷冻蔬菜
2346,一般肉类
2346,餐巾
2346,油
2346,面包卷
2346,根茎类蔬菜
2346,特色油脂
2346,香辛料
2346,威化饼
2346,酸奶油
2347,一般饮料
2347,融化奶酪
2348,报纸
2348,仁果类水果
2348,面包卷
2348,酱油
2348,糖
2349,其他蔬菜
2349,仁果类水果
2349,根茎类蔬菜
2349,全脂牛奶
2349,酸奶
2350,瓶装水
2350,冷冻热狗肠
2350,一般肉类
2350,报纸
2350,仁果类水果
2350,面包卷
2350,香肠
2350,苏打
2350,酸奶
2351,瓶装水
2351,仁果类水果
2351,香肠
2352,长面包
2353,瓶装水
2354,牛肉
2354,其他蔬菜
2354,根茎类蔬菜
2354,酸奶油
2355,厨房清洁剂
2355,本地蛋类
2355,卫生用品
2356,瓶装水
2356,人造黄油
2356,油
2356,粉红葡萄酒
2356,威化饼
2357,黄油
2357,一般肉类
2357,其他蔬菜
2357,糕点
2357,仁果类水果
2357,热带水果
2358,融化奶酪
2358,面包卷
2358,苏打
2359,冷冻蔬菜
2359,糕点
2359,猪肉
2359,香肠
2359,水果奶油涂抹酱
2360,柑橘类水果
2360,凝乳
2361,冷冻蔬菜
2362,面包卷
2362,香肠
2362,购物袋
2363,蜡烛
2363,糕点
2364,汉堡肉
2364,猪肉
2365,莓果
2365,其他蔬菜
2365,酸奶油
2365,全脂牛奶
2366,糖
2366,酸奶油
2366,全脂牛奶
2366,酸奶
2367,火腿
2367,面包卷
2368,瓶装水
2368,糖果
2368,冷冻蔬菜
2368,水果/蔬菜汁
2368,包装水果/蔬菜
2368,融化奶酪
2368,小吃类食品
2369,包装水果/蔬菜
2370,罐装啤酒
2370,面包卷
2371,酪
2371,本地蛋类
2371,全脂牛奶
2372,全脂牛奶
2373,莓果
2373,黑面包
2373,人造黄油
2373,其他蔬菜
2373,猪肉
2373,卷装制品
2373,面包卷
2373,香肠
2373,柔软剂
2373,甜食
2373,全脂牛奶
2374,瓶装水
2374,咖啡
2374,面粉
2374,油
2374,咸点心
2374,糖
2374,白面包
2375,瓶装水
2375,面包卷
2376,瓶装水
2377,瓶装啤酒
2377,其他蔬菜
2377,购物袋
2377,苏打
2378,冷冻热狗肠
2378,餐巾
2378,面包卷
2379,罐装啤酒
2379,冷冻热狗肠
2379,报纸
2379,面包卷
2379,盐
2380,黄油
2380,冷冻热狗肠
2380,其他饮料
2380,面包卷
2380,半成品面包
2380,购物袋
2381,糕点
2381,面包卷
2381,苏打
2382,瓶装水
2382,咖啡
2382,香肠
2383,瓶装啤酒
2383,瓶装水
2383,黑面包
2384,瓶装水
2384,人造黄油
2384,苏打
2384,超高温杀菌的牛奶
2385,仁果类水果
2385,酸奶
2386,咖啡
2386,全脂牛奶
2387,融化奶酪
2388,花卉种子
2388,汉堡肉
2388,人造黄油
2388,其他蔬菜
2388,面包卷
2388,根茎类蔬菜
2388,全脂牛奶
2388,面包干
2389,牛肉
2389,瓶装啤酒
2389,凝乳
2389,香草
2389,面包卷
2389,根茎类蔬菜
2390,瓶装啤酒
2390,黑面包
2390,全脂牛奶
2391,柑橘类水果
2391,凝乳
2391,汉堡肉
2391,其他饮料
2391,其他蔬菜
2391,全脂牛奶
2391,酸奶
2392,水果/蔬菜汁
2392,意大利面
2393,黑面包
2393,黄油
2393,热带水果
2394,瓶装水
2394,全脂牛奶
2395,香肠
2396,面包卷
2396,苏打
2396,特制门锁
2397,罐装啤酒
2397,面包卷
2397,切片奶酪
2398,水果/蔬菜汁
2398,长面包
2398,报纸
2398,面包卷
2399,香肠
2400,水果/蔬菜汁
2400,糕点
2401,面包卷
2401,苏打
2402,牛肉
2402,炼乳
2402,本地蛋类
2402,水果/蔬菜汁
2402,猪肉
2402,咸点心
2402,起泡酒
2402,威化饼
2402,全脂牛奶
2403,瓶装水
2403,其他蔬菜
2403,糕点
2403,面包卷
2403,苏打
2403,超高温杀菌的牛奶
2404,本地蛋类
2404,苏打
2405,牛肉
2405,瓶装水
2405,柑橘类水果
2405,奶油乳酪
2405,火腿
2405,报纸
2405,热带水果
2406,罐装啤酒
2406,苏打
2407,特色巧克力
2408,猪肉
2409,其他蔬菜
2410,黄油
2410,冷冻鱼
2410,洋葱
2410,全脂牛奶
2411,瓶装水
2411,面包卷
2411,热带水果
2412,凝乳
2412,仁果类水果
2412,盐
2412,酸奶油
2412,全脂牛奶
2413,奶油乳酪
2413,水果/蔬菜汁
2413,汉堡肉
2413,香肠
2413,热带水果
2414,面包卷
2415,汉堡肉
2415,其他蔬菜
2415,卷装制品
2415,根茎类蔬菜
2416,巧克力
2416,柑橘类水果
2416,咖啡
2416,糕点
2416,仁果类水果
2416,热带水果
2417,黑面包
2417,冷冻土豆制品
2417,餐巾
2417,全脂牛奶
2417,酸奶
2418,其他蔬菜
2418,根茎类蔬菜
2419,口香糖
2420,牛肉
2420,根茎类蔬菜
2421,面包卷
2422,柑橘类水果
2422,购物袋
2423,巧克力
2423,小吃类食品
2424,风味蛋糕
2424,鸡
2424,火腿
2424,香肠
2424,火鸡
2425,芥末
2426,猪肉
2426,香肠
2426,苏打
2427,巧克力
2427,冷冻鱼
2427,冷冻餐饭
2428,罐头蔬菜
2428,柑橘类水果
2428,硬奶酪
2428,其他蔬菜
2428,糕点
2428,香肠
2428,苏打
2428,酸奶
2429,面包卷
2429,水果奶油涂抹酱
2430,面包卷
2430,香肠
2430,苏打
2431,香草
2431,全脂牛奶
2432,其他蔬菜
2432,热带水果
2433,柑橘类水果
2433,奶油乳酪
2433,碗碟
2433,本地蛋类
2433,冷冻热狗肠
2433,汉堡肉
2433,一般肉类
2433,糕点
2433,全脂牛奶
2434,瓶装水
2434,本地蛋类
2434,人造黄油
2435,其他蔬菜
2435,香肠
2436,柑橘类水果
2436,其他蔬菜
2436,特色奶酪
2436,热带水果
2436,全脂牛奶
2436,酸奶
2437,酪
2437,冷冻蔬菜
2437,水果/蔬菜汁
2437,其他饮料
2437,报纸
2437,仁果类水果
2437,盆栽
2437,面包卷
2437,根茎类蔬菜
2438,瓶装水
2438,面粉
2438,水果/蔬菜汁
2438,发胶
2438,洋葱
2438,粉红葡萄酒
2438,糖
2438,酸奶
2439,本地蛋类
2439,冷冻热狗肠
2439,面包卷
2440,购物袋
2441,瓶装啤酒
2442,炼乳
2442,冷冻热狗肠
2442,冷冻蔬菜
2442,即食食品
2442,蛋黄酱
2442,洋葱
2442,根茎类蔬菜
2443,水果奶油涂抹酱
2443,全脂牛奶
2444,卫生用品
2444,餐巾
2444,苏打
2445,牛肉
2445,黑面包
2445,猫食
2445,甜点
2445,本地蛋类
2445,水果/蔬菜汁
2445,香草
2445,蛋黄酱
2445,其他蔬菜
2445,苏打
2445,甜食
2445,酸奶油
2445,全脂牛奶
2445,酸奶
2446,瓶装水
2446,巧克力
2447,香肠
2448,冰淇淋
2449,瓶装啤酒
2449,瓶装水
2449,猫食
2449,卫生用品
2449,苏打
2449,热带水果
2449,白酒
2450,冷冻蔬菜
2450,全脂牛奶
2451,罐装啤酒
2451,糕点
2451,粉红葡萄酒
2451,酸奶
2452,香草
2452,其他饮料
2452,购物袋
2453,瓶装啤酒
2453,保鲜膜/袋
2453,餐巾
2453,茶
2453,全脂牛奶
2454,凝乳
2454,一般肉类
2454,白面包
2455,黄油
2455,冷冻热狗肠
2455,水果/蔬菜汁
2455,其他蔬菜
2455,仁果类水果
2455,购物袋
2455,全脂牛奶
2455,酸奶
2456,柑橘类水果
2456,卫生用品
2456,柔软剂
2456,全脂牛奶
2456,酸奶
2457,糖果
2457,罐装啤酒
2458,罐装啤酒
2458,鸡
2458,开胃酒
2458,报纸
2458,苏打
2459,威化饼
2459,酸奶
2460,牛肉
2460,人造黄油
2460,咸点心
2460,水果奶油涂抹酱
2460,酸奶
2461,糖果
2461,酸奶油
2462,面粉
2462,水果/蔬菜汁
2462,餐巾
2462,仁果类水果
2462,融化奶酪
2462,根茎类蔬菜
2462,酸奶油
2462,白面包
2462,全脂牛奶
2463,冷冻热狗肠
2463,糕点
2463,面包卷
2463,苏打
2463,特色巧克力
2463,全脂牛奶
2464,苏打
2465,瓶装水
2465,罐装啤酒
2465,口香糖
2465,餐巾
2465,仁果类水果
2465,酸奶
2466,糖果
2466,柑橘类水果
2466,报纸
2466,面包卷
2466,热带水果
2466,酸奶油
2467,全脂牛奶
2468,罐头蔬菜
2468,冷冻餐饭
2468,洋葱
2468,其他蔬菜
2468,糕点
2468,面包卷
2468,根茎类蔬菜
2468,特色奶酪
2468,甜食
2468,酸奶油
2468,白面包
2468,全脂牛奶
2469,发酵粉
2469,香肠
2469,酸奶油
2469,白面包
2470,酪
2470,咖啡
2470,凝乳
2470,甜点
2470,水果/蔬菜汁
2470,火腿
2470,干面包
2470,长面包
2470,蛋黄酱
2470,餐巾
2470,其他蔬菜
2470,糕点
2470,宠物护理用品
2470,仁果类水果
2470,白饭
2470,根茎类蔬菜
2470,咸点心
2470,苏打
2470,糖
2470,白面包
2470,全脂牛奶
2470,酸奶
2471,苏打
2472,烈酒
2472,根茎类蔬菜
2472,购物袋
2473,瓶装水
2473,罐装啤酒
2473,保鲜膜/袋
2473,咖啡
2473,奶油乳酪
2473,水果/蔬菜汁
2473,果酱
2473,其他蔬菜
2473,粉红葡萄酒
2473,苏打
2473,白面包
2474,瓶装水
2474,猫食
2474,咖啡
2474,水果/蔬菜汁
2474,其他饮料
2474,购物袋
2474,苏打
2474,水果奶油涂抹酱
2474,热带水果
2474,全脂牛奶
2475,黄油
2475,保鲜膜/袋
2475,油
2476,硬奶酪
2476,仁果类水果
2476,面包卷
2476,香肠
2476,苏打
2477,黄油
2478,黑面包
2478,巧克力
2478,保管产品
2478,报纸
2478,全脂牛奶
2479,瓶装水
2479,猫食
2479,其他蔬菜
2479,特色奶酪
2479,酸奶油
2479,白面包
2479,全脂牛奶
2480,其他饮料
2480,糕点
2480,购物袋
2480,苏打
2480,全脂牛奶
2480,酸奶
2481,白面包
2482,猪肉
2483,冷冻甜点
2483,卫生用品
2483,餐巾
2483,切片奶酪
2483,酸奶油
2484,冷冻鱼
2484,冰淇淋
2484,酸奶
2485,瓶装啤酒
2485,酪
2485,水果/蔬菜汁
2485,粉红葡萄酒
2485,购物袋
2485,茶
2486,硬奶酪
2486,番茄酱
2486,酸奶油
2486,酸奶
2487,咖啡
2487,其他蔬菜
2487,全脂牛奶
2488,糕点
2489,其他饮料
2489,面包卷
2489,酸奶
2490,黄油
2490,柑橘类水果
2490,碗碟
2490,果酱
2490,全脂牛奶
2490,酸奶
2490,面包干
2491,咖啡
2491,炼乳
2492,糕点
2492,根茎类蔬菜
2493,油
2493,其他蔬菜
2494,柑橘类水果
2494,面包卷
2494,小吃类食品
2495,冷冻热狗肠
2495,相片/膜
2496,香肠
2497,其他蔬菜
2498,香草
2499,瓶装啤酒
2499,奶油乳酪
2499,火腿
2499,其他蔬菜
2499,糕点
2499,仁果类水果
2500,一般饮料
2500,面粉
2500,根茎类蔬菜
2500,酸奶
2501,苏打
2502,牛肉
2502,奶油乳酪
2502,本地蛋类
2502,汉堡肉
2502,速溶咖啡
2502,糕点
2502,面包卷
2502,香肠
2502,软奶酪
2502,酸奶
2503,冷冻热狗肠
2503,冷冻蔬菜
2503,水果/蔬菜汁
2503,坚果小吃
2503,仁果类水果
2504,瓶装水
2505,柑橘类水果
2505,一般肉类
2505,水果奶油涂抹酱
2505,全脂牛奶
2506,瓶装水
2506,黄油
2506,火腿
2506,根茎类蔬菜
2506,白酒
2507,罐装啤酒
2507,糖
2508,鸡
2508,柑橘类水果
2508,其他蔬菜
2508,根茎类蔬菜
2508,热带水果
2508,全脂牛奶
2509,本地蛋类
2509,水果/蔬菜汁
2509,报纸
2509,糖
2509,超高温杀菌的牛奶
2510,牛肉
2510,猫食
2510,碗碟
2510,餐巾
2510,报纸
2510,面包卷
2510,酸奶
2511,瓶装水
2511,黑面包
2511,巧克力棉花糖
2511,本地蛋类
2511,火腿
2511,餐巾
2511,报纸
2511,季节性商品
2512,巧克力棉花糖
2512,碗碟
2512,面包卷
2512,面包干
2513,猫食
2513,柑橘类水果
2513,厨房清洁剂
2513,人造黄油
2513,糕点
2513,盐
2513,特制门锁
2513,特色油脂
2513,酸奶
2514,瓶装啤酒
2514,柑橘类水果
2514,餐巾
2514,糕点
2514,面包卷
2514,半成品面包
2514,热带水果
2514,全脂牛奶
2514,酸奶
2515,猫食
2515,咖啡
2516,糖果
2516,硬奶酪
2516,蜜糖
2517,咖啡
2517,奶油乳酪
2517,冷冻热狗肠
2517,其他蔬菜
2517,糕点
2517,面包卷
2517,全脂牛奶
2517,酸奶
2518,瓶装啤酒
2519,罐装啤酒
2519,面包卷
2519,购物袋
2519,苏打
2519,水果奶油涂抹酱
2519,酸奶
2520,口香糖
2520,鸡
2520,咖啡
2520,冷冻热狗肠
2520,冷冻餐饭
2520,卫生用品
2520,电灯泡
2520,男性化妆品
2520,餐巾
2520,其他蔬菜
2520,盐
2520,香肠
2520,汤类
2520,糖
2521,报纸
2521,面包卷
2521,苏打
2522,一般饮料
2522,瓶装水
2522,风味蛋糕
2522,报纸
2522,苏打
2522,全脂牛奶
2523,牛肉
2523,碗碟
2523,一般肉类
2523,洋葱
2523,白酒
2524,凝乳
2524,餐巾
2525,一般饮料
2525,报纸
2525,糕点
2525,购物袋
2525,白面包
2526,黑面包
2526,冷冻热狗肠
2526,硬奶酪
2526,人造黄油
2526,蛋黄酱
2526,报纸
2526,面包卷
2526,超高温杀菌的牛奶
2526,全脂牛奶
2527,牛肉
2527,黑面包
2527,黄油
2527,罐头鱼
2527,油
2527,糕点
2527,猪肉
2527,面包卷
2527,根茎类蔬菜
2527,香肠
2527,水果奶油涂抹酱
2527,酸奶
2528,口香糖
2528,仁果类水果
2528,面包卷
2528,香肠
2528,购物袋
2528,苏打
2528,全脂牛奶
2529,一般肉类
2529,其他蔬菜
2530,人造黄油
2530,糕点
2530,仁果类水果
2530,面包卷
2530,香肠
2530,热带水果
2531,糕点
2531,面包卷
2531,全脂牛奶
2532,罐装啤酒
2533,瓶装水
2533,糖果
2533,柑橘类水果
2533,凝乳
2533,本地蛋类
2533,冷冻热狗肠
2533,卫生用品
2533,其他蔬菜
2533,仁果类水果
2533,咸点心
2533,糖
2533,热带水果
2533,酸奶油
2533,全脂牛奶
2533,酸奶
2534,长面包
2535,黄油
2535,奶油乳酪
2535,硬奶酪
2535,猪肉
2536,发酵粉
2536,瓶装啤酒
2536,瓶装水
2536,黄油
2536,罐装啤酒
2536,烹饪巧克力
2536,凝乳
2536,人造黄油
2536,餐巾
2536,其他蔬菜
2536,仁果类水果
2536,面包卷
2536,全脂牛奶
2537,瓶装啤酒
2538,洋葱
2538,其他蔬菜
2538,猪肉
