transID,cumid,time,amount,type_label,type
19955,10281,22AUG09:21:04:15,332,特价,Special_offer
21550,10281,08SEP09:17:14:33,224,正常,Normal
26174,10281,19NOV09:16:58:03,369,正常,Normal
30448,10281,02APR10:15:26:37,0,赠送,Presented
34659,10281,23MAY10:18:23:20,0,赠送,Presented
41427,10281,28JUN10:13:39:55,349,正常,Normal
47282,10281,30JUL10:15:42:56,0,赠送,Presented
50861,10281,27AUG10:17:14:16,0,赠送,Presented
48405,10281,07AUG10:14:41:09,399,正常,Normal
8502,10281,08JUN09:21:21:23,0,赠送,Presented
8611,10281,10JUN09:11:49:27,399,正常,Normal
28417,10281,28JAN10:19:42:08,0,赠送,Presented
45216,10281,18JUL10:19:01:46,349,正常,Normal
48020,10281,03AUG10:20:45:48,399,正常,Normal
20567,10281,28AUG09:10:30:40,224,特价,Special_offer
4006,10282,15MAY09:18:45:03,2,正常,Normal
4158,10282,15MAY09:19:26:15,249,正常,Normal
11240,10282,27JUN09:19:12:16,2,正常,Normal
27161,10282,01JAN10:18:42:53,24,正常,Normal
28756,10282,07FEB10:16:06:15,279,正常,Normal
33693,10282,18MAY10:21:06:45,224,正常,Normal
47376,10282,31JUL10:13:38:16,296,正常,Normal
47422,10282,31JUL10:17:24:33,0,赠送,Presented
51703,10282,06SEP10:11:24:04,150,正常,Normal
43542,10282,09JUL10:16:16:32,439,正常,Normal
51138,10282,30AUG10:19:33:37,0,赠送,Presented
19008,10282,16AUG09:14:34:44,28,特价,Special_offer
19953,10282,22AUG09:21:03:20,2,正常,Normal
23515,10282,29SEP09:19:49:56,429,正常,Normal
25837,10282,03NOV09:16:53:26,0,赠送,Presented
26460,10282,04DEC09:17:19:08,174,正常,Normal
29551,10282,03MAR10:09:45:01,25,正常,Normal
30160,10282,25MAR10:17:32:08,0,赠送,Presented
31025,10282,17APR10:17:44:59,299,正常,Normal
38262,10282,13JUN10:18:40:02,8,正常,Normal
18813,10282,15AUG09:17:44:48,0,赠送,Presented
26991,10282,29DEC09:14:46:05,0,赠送,Presented
42083,10282,01JUL10:18:01:56,299,正常,Normal
4089,10283,15MAY09:19:10:40,249,正常,Normal
4164,10283,15MAY09:19:27:25,249,正常,Normal
5724,10283,21MAY09:17:27:06,369,正常,Normal
9018,10283,12JUN09:19:54:57,1,正常,Normal
16599,10283,01AUG09:14:30:47,199,正常,Normal
18046,10283,10AUG09:18:04:25,239,正常,Normal
18904,10283,15AUG09:20:51:14,332,特价,Special_offer
24521,10283,10OCT09:18:14:06,359,正常,Normal
25043,10283,13OCT09:20:27:12,3,正常,Normal
26104,10283,14NOV09:17:12:55,2,正常,Normal
43768,10283,10JUL10:10:58:30,449,正常,Normal
48488,10283,07AUG10:18:29:49,0,赠送,Presented
49837,10283,17AUG10:11:50:00,0,赠送,Presented
52627,10283,15SEP10:16:45:24,0,赠送,Presented
23539,10283,30SEP09:12:02:37,429,正常,Normal
28895,10283,11FEB10:16:39:45,259,正常,Normal
33744,10283,19MAY10:14:46:25,314,正常,Normal
35534,10283,29MAY10:21:35:17,45,正常,Normal
38443,10283,14JUN10:17:37:49,399,正常,Normal
41839,10283,29JUN10:21:08:05,399,正常,Normal
41877,10283,30JUN10:13:55:58,349,正常,Normal
45460,10283,19JUL10:16:00:28,56,正常,Normal
46810,10283,27JUL10:21:18:01,0,赠送,Presented
48339,10283,06AUG10:17:50:24,314,正常,Normal
50750,10283,25AUG10:20:41:07,174,正常,Normal
51450,10283,02SEP10:18:44:48,209,正常,Normal
52137,10283,10SEP10:16:33:37,0,赠送,Presented
53090,10283,21SEP10:21:18:09,0,赠送,Presented
13675,10283,13JUL09:18:15:00,2,正常,Normal
18947,10283,16AUG09:10:02:33,269,特价,Special_offer
30390,10283,31MAR10:16:44:33,30,正常,Normal
39833,10283,20JUN10:10:02:00,399,正常,Normal
40347,10283,22JUN10:15:41:16,0,赠送,Presented
8042,10284,06JUN09:14:38:11,229,正常,Normal
15281,10284,24JUL09:16:31:16,30,正常,Normal
23403,10284,28SEP09:13:11:44,174,特价,Special_offer
24299,10284,07OCT09:21:58:35,149,特价,Special_offer
26530,10284,08DEC09:17:27:39,2,正常,Normal
28744,10284,07FEB10:12:39:51,0,赠送,Presented
29460,10284,28FEB10:09:17:54,0,赠送,Presented
30475,10284,03APR10:13:32:18,449,正常,Normal
30609,10284,06APR10:11:57:56,0,赠送,Presented
45168,10284,18JUL10:17:28:26,296,正常,Normal
45619,10284,20JUL10:18:19:18,399,正常,Normal
51155,10284,30AUG10:20:36:23,269,正常,Normal
4895,10284,19MAY09:12:11:07,249,正常,Normal
5057,10284,19MAY09:14:10:38,319,正常,Normal
5218,10284,19MAY09:15:36:10,249,正常,Normal
7107,10284,29MAY09:19:14:47,249,正常,Normal
18279,10284,12AUG09:17:32:34,0,赠送,Presented
30653,10284,08APR10:15:38:43,299,正常,Normal
52561,10284,14SEP10:18:20:46,149,正常,Normal
18349,10284,13AUG09:10:25:55,249,正常,Normal
26267,10284,23NOV09:13:19:06,120,正常,Normal
38728,10284,15JUN10:20:32:26,0,赠送,Presented
5547,10285,21MAY09:09:32:09,369,正常,Normal
7255,10285,30MAY09:14:37:45,60,正常,Normal
15086,10285,23JUL09:14:00:07,15,正常,Normal
16809,10285,02AUG09:14:48:56,30,正常,Normal
17590,10285,07AUG09:16:18:22,30,正常,Normal
20201,10285,24AUG09:19:25:32,224,特价,Special_offer
30999,10285,16APR10:20:59:42,349,正常,Normal
31080,10285,18APR10:20:34:47,-299,退货,returned_goods
34249,10285,22MAY10:13:07:09,314,正常,Normal
44593,10285,14JUL10:19:18:12,0,赠送,Presented
46469,10285,25JUL10:17:52:05,0,赠送,Presented
48341,10285,06AUG10:19:30:07,211,正常,Normal
48585,10285,08AUG10:13:00:12,209,正常,Normal
50477,10285,23AUG10:13:32:24,0,赠送,Presented
43957,10285,11JUL10:12:44:43,0,赠送,Presented
52759,10285,17SEP10:11:19:32,239,正常,Normal
4567,10285,18MAY09:13:26:05,229,正常,Normal
7238,10285,30MAY09:13:45:57,0,赠送,Presented
23711,10285,01OCT09:17:20:12,339,正常,Normal
28821,10285,09FEB10:19:25:58,119,正常,Normal
48649,10285,08AUG10:19:48:55,211,正常,Normal
51421,10285,02SEP10:15:39:42,0,赠送,Presented
46261,10285,24JUL10:17:16:15,209,正常,Normal
46401,10285,25JUL10:10:47:40,0,赠送,Presented
18174,10285,11AUG09:20:00:51,319,正常,Normal
28196,10285,23JAN10:16:22:21,0,赠送,Presented
34090,10285,21MAY10:15:48:48,0,赠送,Presented
36405,10285,02JUN10:21:00:28,399,正常,Normal
9631,10286,16JUN09:16:03:18,199,正常,Normal
11312,10286,28JUN09:09:53:31,249,正常,Normal
19091,10286,16AUG09:19:50:40,199,特价,Special_offer
19276,10286,17AUG09:21:31:30,36,特价,Special_offer
20992,10286,01SEP09:20:58:24,199,正常,Normal
25565,10286,25OCT09:21:26:41,40,正常,Normal
38269,10286,13JUN10:19:15:37,0,赠送,Presented
40750,10286,25JUN10:14:18:32,0,赠送,Presented
41561,10286,28JUN10:19:48:16,0,赠送,Presented
44323,10286,12JUL10:15:51:14,0,赠送,Presented
46411,10286,25JUL10:13:09:15,269,正常,Normal
51919,10286,08SEP10:13:07:11,100,正常,Normal
52325,10286,12SEP10:12:53:29,125,正常,Normal
53363,10286,23SEP10:14:56:23,0,赠送,Presented
48601,10286,08AUG10:14:18:59,399,正常,Normal
4988,10286,19MAY09:13:33:24,1,正常,Normal
12427,10286,05JUL09:14:42:52,229,正常,Normal
12846,10286,08JUL09:18:35:27,369,正常,Normal
24416,10286,09OCT09:21:57:23,14,特价,Special_offer
24592,10286,11OCT09:19:14:21,0,赠送,Presented
25083,10286,15OCT09:15:54:11,2,正常,Normal
27939,10286,18JAN10:17:29:07,0,赠送,Presented
41917,10286,30JUN10:17:53:07,314,正常,Normal
42025,10286,01JUL10:15:53:36,0,赠送,Presented
51358,10286,01SEP10:16:37:55,149,正常,Normal
52563,10286,14SEP10:18:20:46,124,正常,Normal
25131,10286,17OCT09:11:08:56,134,正常,Normal
26261,10286,22NOV09:21:21:36,10,正常,Normal
27533,10286,08JAN10:18:30:57,80,正常,Normal
29741,10286,08MAR10:21:02:18,0,赠送,Presented
33269,10286,15MAY10:21:05:39,269,正常,Normal
35928,10286,31MAY10:20:56:03,0,赠送,Presented
3863,10287,15MAY09:17:46:37,206,正常,Normal
9940,10287,19JUN09:10:50:57,0,赠送,Presented
13969,10287,16JUL09:10:50:21,2,正常,Normal
15358,10287,24JUL09:20:47:43,249,正常,Normal
23697,10287,01OCT09:16:23:35,287,正常,Normal
27243,10287,02JAN10:18:15:22,40,正常,Normal
28579,10287,01FEB10:15:21:13,50,正常,Normal
38428,10287,14JUN10:16:59:27,0,赠送,Presented
45787,10287,21JUL10:17:46:44,449,正常,Normal
49015,10287,11AUG10:18:30:02,0,赠送,Presented
41671,10287,29JUN10:10:25:47,0,赠送,Presented
16726,10287,02AUG09:10:01:24,239,正常,Normal
19534,10287,19AUG09:21:44:09,239,正常,Normal
21175,10287,04SEP09:17:33:48,199,正常,Normal
25081,10287,15OCT09:15:51:36,319,正常,Normal
26366,10287,29NOV09:16:21:55,919,正常,Normal
26795,10287,24DEC09:13:06:01,0,赠送,Presented
28361,10287,26JAN10:15:51:16,0,赠送,Presented
29785,10287,10MAR10:16:00:32,449,正常,Normal
51953,10287,08SEP10:21:03:26,0,赠送,Presented
45137,10287,18JUL10:10:46:37,0,赠送,Presented
17495,10287,06AUG09:21:10:11,0,赠送,Presented
23582,10287,30SEP09:17:47:13,169,正常,Normal
25142,10287,17OCT09:11:27:57,149,正常,Normal
25685,10287,29OCT09:16:58:49,149,正常,Normal
27721,10287,12JAN10:16:19:38,0,赠送,Presented
28377,10287,26JAN10:20:40:21,185,正常,Normal
5921,10288,23MAY09:14:12:50,0,赠送,Presented
14769,10288,20JUL09:18:15:13,183,正常,Normal
14826,10288,21JUL09:12:19:13,2,正常,Normal
15986,10288,28JUL09:13:37:43,299,正常,Normal
20365,10288,26AUG09:13:28:26,199,特价,Special_offer
25049,10288,13OCT09:20:54:02,3,正常,Normal
36007,10288,01JUN10:17:21:26,0,赠送,Presented
37518,10288,08JUN10:20:01:14,0,赠送,Presented
46038,10288,23JUL10:14:19:17,0,赠送,Presented
46213,10288,24JUL10:14:29:07,254,正常,Normal
49059,10288,12AUG10:12:51:13,-60,退货,returned_goods
52124,10288,10SEP10:13:42:32,0,赠送,Presented
39351,10288,18JUN10:13:39:12,249,正常,Normal
5270,10288,19MAY09:15:58:57,-319,退货,returned_goods
44806,10288,15JUL10:21:29:19,269,正常,Normal
45777,10288,21JUL10:16:48:01,0,赠送,Presented
46643,10288,27JUL10:10:26:50,0,赠送,Presented
48007,10288,03AUG10:19:35:29,469,正常,Normal
50304,10288,21AUG10:17:03:24,264,正常,Normal
52738,10288,16SEP10:20:47:51,174,正常,Normal
20933,10288,31AUG09:21:57:31,242,正常,Normal
28867,10288,10FEB10:20:07:26,119,正常,Normal
5603,10289,21MAY09:09:49:15,30,正常,Normal
13749,10289,14JUL09:12:46:59,2,正常,Normal
30291,10289,29MAR10:12:43:41,0,赠送,Presented
35632,10289,30MAY10:13:08:18,269,正常,Normal
36055,10289,01JUN10:18:26:26,0,赠送,Presented
40290,10289,22JUN10:12:54:53,399,正常,Normal
42324,10289,03JUL10:16:03:03,349,正常,Normal
43528,10289,09JUL10:15:35:52,449,正常,Normal
51444,10289,02SEP10:18:09:07,0,赠送,Presented
31428,10289,28APR10:12:01:20,284,正常,Normal
37831,10289,10JUN10:20:52:17,399,正常,Normal
39537,10289,18JUN10:19:44:51,0,赠送,Presented
44035,10289,11JUL10:18:07:58,359,正常,Normal
53023,10289,20SEP10:16:09:16,200,正常,Normal
5122,10289,19MAY09:15:00:55,299,正常,Normal
11965,10289,02JUL09:16:06:56,249,正常,Normal
14738,10289,20JUL09:15:37:02,0,赠送,Presented
24506,10289,10OCT09:10:35:25,-100,退货,returned_goods
27941,10289,18JAN10:17:29:07,120,正常,Normal
28765,10289,07FEB10:19:51:04,240,正常,Normal
28786,10289,08FEB10:19:23:18,227,正常,Normal
51325,10289,01SEP10:12:29:00,0,赠送,Presented
20975,10289,01SEP09:17:55:23,18,正常,Normal
22083,10289,12SEP09:21:56:54,332,正常,Normal
25177,10289,17OCT09:18:17:01,0,赠送,Presented
24145,10290,05OCT09:21:27:20,51,特价,Special_offer
3764,10290,15MAY09:16:53:57,199,正常,Normal
4114,10290,15MAY09:19:15:47,4,正常,Normal
5604,10290,21MAY09:09:49:25,60,正常,Normal
6582,10290,27MAY09:15:18:40,179,正常,Normal
9887,10290,18JUN09:16:09:36,0,赠送,Presented
13718,10290,13JUL09:21:28:28,15,正常,Normal
17845,10290,09AUG09:11:11:35,249,正常,Normal
25347,10290,21OCT09:19:37:20,386,正常,Normal
29895,10290,15MAR10:16:23:30,0,赠送,Presented
30789,10290,10APR10:20:51:47,319,正常,Normal
39338,10290,18JUN10:13:05:10,359,正常,Normal
49415,10290,15AUG10:10:01:57,0,赠送,Presented
49749,10290,16AUG10:19:40:17,314,正常,Normal
37053,10290,06JUN10:17:44:44,0,赠送,Presented
37947,10290,11JUN10:21:20:50,0,赠送,Presented
49442,10290,15AUG10:13:01:24,244,正常,Normal
14049,10290,16JUL09:18:10:32,399,正常,Normal
15910,10290,27JUL09:17:20:39,-269,退货,returned_goods
16274,10290,30JUL09:17:07:14,239,正常,Normal
17395,10290,06AUG09:12:05:54,229,正常,Normal
48455,10290,07AUG10:17:01:10,-103,退货,returned_goods
25493,10290,24OCT09:22:09:22,0,赠送,Presented
26541,10290,09DEC09:14:41:52,0,赠送,Presented
26862,10290,25DEC09:11:51:06,149,正常,Normal
26976,10290,28DEC09:12:52:20,149,正常,Normal
27863,10290,16JAN10:18:53:54,239,正常,Normal
29391,10290,25FEB10:15:07:35,249,正常,Normal
35024,10290,25MAY10:19:00:23,349,正常,Normal
3960,10291,15MAY09:18:29:47,2,正常,Normal
7501,10291,01JUN09:15:35:14,2,正常,Normal
14947,10291,22JUL09:14:53:36,369,正常,Normal
15326,10291,24JUL09:19:21:21,1,正常,Normal
16673,10291,01AUG09:18:41:43,239,正常,Normal
20215,10291,24AUG09:21:01:33,242,特价,Special_offer
20994,10291,01SEP09:21:41:44,299,正常,Normal
23272,10291,26SEP09:21:46:41,191,特价,Special_offer
25201,10291,17OCT09:21:19:52,280,正常,Normal
28809,10291,09FEB10:13:11:24,279,正常,Normal
29076,10291,16FEB10:16:16:19,0,赠送,Presented
51576,10291,04SEP10:14:44:40,18,正常,Normal
43988,10291,11JUL10:15:35:26,-314,退货,returned_goods
5203,10291,19MAY09:15:29:09,369,正常,Normal
10619,10291,22JUN09:20:12:06,0,赠送,Presented
18620,10291,15AUG09:09:18:31,0,赠送,Presented
24451,10291,10OCT09:09:50:47,149,特价,Special_offer
24796,10291,12OCT09:11:12:22,120,特价,Special_offer
26512,10291,07DEC09:10:25:31,269,正常,Normal
32521,10291,09MAY10:17:28:37,0,赠送,Presented
41136,10291,26JUN10:20:52:40,449,正常,Normal
53042,10291,20SEP10:20:54:25,0,赠送,Presented
47197,10291,30JUL10:10:50:49,279,正常,Normal
12900,10291,09JUL09:09:31:40,25,正常,Normal
22767,10291,20SEP09:09:57:21,0,赠送,Presented
25983,10291,08NOV09:19:07:11,20,正常,Normal
32947,10291,13MAY10:18:48:30,0,赠送,Presented
9266,10292,14JUN09:10:29:02,-239,退货,returned_goods
13365,10292,11JUL09:19:55:35,369,正常,Normal
24222,10292,06OCT09:21:44:55,150,特价,Special_offer
25416,10292,23OCT09:22:01:06,130,正常,Normal
37425,10292,08JUN10:11:43:41,399,正常,Normal
40212,10292,21JUN10:21:17:33,-269,退货,returned_goods
41777,10292,29JUN10:19:07:00,399,正常,Normal
49066,10292,12AUG10:16:15:32,-244,退货,returned_goods
5095,10292,19MAY09:14:24:51,399,正常,Normal
16263,10292,30JUL09:16:14:34,269,正常,Normal
16346,10292,30JUL09:20:35:20,239,正常,Normal
23513,10292,29SEP09:19:49:56,0,赠送,Presented
25534,10292,25OCT09:19:18:29,161,正常,Normal
35276,10292,27MAY10:19:10:05,0,赠送,Presented
38583,10292,15JUN10:14:18:51,0,赠送,Presented
39509,10292,18JUN10:17:48:08,0,赠送,Presented
20133,10292,23AUG09:20:30:41,14,特价,Special_offer
21152,10292,04SEP09:13:50:44,10,正常,Normal
30909,10292,14APR10:15:41:04,349,正常,Normal
38213,10292,13JUN10:15:31:51,379,正常,Normal
39723,10292,19JUN10:17:45:18,224,正常,Normal
9889,10293,18JUN09:16:09:36,249,正常,Normal
13894,10293,15JUL09:16:14:23,30,正常,Normal
31148,10293,21APR10:12:11:45,449,正常,Normal
35990,10293,01JUN10:16:51:25,0,赠送,Presented
36616,10293,04JUN10:18:42:09,0,赠送,Presented
44732,10293,15JUL10:14:35:54,349,正常,Normal
45172,10293,18JUL10:17:34:18,339,正常,Normal
47240,10293,30JUL10:14:39:41,0,赠送,Presented
46185,10293,23JUL10:22:00:20,-359,退货,returned_goods
5186,10293,19MAY09:15:24:28,249,正常,Normal
24501,10293,10OCT09:10:33:34,160,特价,Special_offer
32789,10293,11MAY10:19:36:09,399,正常,Normal
48626,10293,08AUG10:17:39:56,211,正常,Normal
43951,10293,11JUL10:12:41:46,100,正常,Normal
20934,10293,31AUG09:21:57:31,0,赠送,Presented
26132,10293,15NOV09:15:26:21,339,正常,Normal
29416,10293,27FEB10:12:42:13,209,正常,Normal
35648,10293,30MAY10:13:21:31,36,正常,Normal
37422,10293,08JUN10:11:14:47,0,赠送,Presented
5570,10294,21MAY09:09:40:01,199,正常,Normal
5983,10294,23MAY09:17:40:49,249,正常,Normal
8253,10294,07JUN09:16:33:15,229,正常,Normal
13124,10294,10JUL09:18:34:59,15,正常,Normal
17386,10294,06AUG09:10:58:54,249,正常,Normal
25564,10294,25OCT09:21:26:41,80,正常,Normal
31993,10294,04MAY10:16:32:02,269,正常,Normal
50186,10294,20AUG10:15:03:42,244,正常,Normal
41217,10294,27JUN10:10:30:08,0,赠送,Presented
43827,10294,10JUL10:15:59:10,339,正常,Normal
15862,10294,27JUL09:13:47:45,60,正常,Normal
17184,10294,04AUG09:19:19:51,0,赠送,Presented
28721,10294,06FEB10:20:23:14,150,正常,Normal
29001,10294,13FEB10:15:22:38,0,赠送,Presented
33649,10294,18MAY10:17:47:08,359,正常,Normal
35672,10294,30MAY10:14:49:49,0,赠送,Presented
41259,10294,27JUN10:16:00:17,249,正常,Normal
46023,10294,23JUL10:12:26:01,319,正常,Normal
53399,10294,23SEP10:19:33:03,0,赠送,Presented
25094,10294,15OCT09:17:13:06,158,特价,Special_offer
27398,10294,05JAN10:14:11:38,0,赠送,Presented
31866,10294,03MAY10:17:46:18,0,赠送,Presented
12854,10295,08JUL09:19:10:25,249,正常,Normal
18680,10295,15AUG09:12:48:31,1.6,特价,Special_offer
21147,10295,04SEP09:12:42:14,242,正常,Normal
26184,10295,20NOV09:12:44:49,369,正常,Normal
26714,10295,19DEC09:21:08:51,-16,退货,returned_goods
27356,10295,03JAN10:21:11:09,259,正常,Normal
32391,10295,08MAY10:15:47:42,0,赠送,Presented
36629,10295,04JUN10:19:40:44,307,正常,Normal
10520,10295,22JUN09:12:33:20,199,正常,Normal
26764,10295,24DEC09:08:32:40,160,正常,Normal
26854,10295,25DEC09:10:50:03,0,赠送,Presented
25173,10295,17OCT09:18:11:00,150,正常,Normal
21497,10296,07SEP09:18:42:54,369,正常,Normal
22786,10296,20SEP09:13:25:01,287,正常,Normal
24393,10296,08OCT09:22:24:23,145,特价,Special_offer
26533,10296,08DEC09:18:33:03,-399,退货,returned_goods
31127,10296,20APR10:16:25:39,15,正常,Normal
35571,10296,30MAY10:11:22:52,359,正常,Normal
45741,10296,21JUL10:12:30:57,0,赠送,Presented
49755,10296,16AUG10:20:06:48,230,正常,Normal
31670,10296,02MAY10:11:20:13,0,赠送,Presented
39160,10296,17JUN10:19:17:22,359,正常,Normal
53386,10296,23SEP10:18:11:49,0,赠送,Presented
19263,10296,17AUG09:20:36:58,2,正常,Normal
53411,10296,23SEP10:19:45:23,0,赠送,Presented
53539,10296,24SEP10:19:54:10,0,赠送,Presented
13227,10296,11JUL09:11:46:40,224,正常,Normal
25898,10296,06NOV09:11:52:47,12,正常,Normal
31838,10296,03MAY10:15:42:15,0,赠送,Presented
37505,10296,08JUN10:18:48:12,0,赠送,Presented
37618,10296,09JUN10:16:29:53,449,正常,Normal
4288,10297,16MAY09:16:46:31,30,正常,Normal
7645,10297,02JUN09:20:05:48,249,正常,Normal
10557,10297,22JUN09:16:09:10,359,正常,Normal
49340,10297,14AUG10:16:18:38,0,赠送,Presented
50371,10297,21AUG10:21:40:08,0,赠送,Presented
51801,10297,07SEP10:12:10:50,-150,退货,returned_goods
27700,10297,11JAN10:19:42:59,130,正常,Normal
28545,10297,31JAN10:17:26:30,240,正常,Normal
32315,10297,07MAY10:18:02:19,319,正常,Normal
53575,10297,24SEP10:20:17:02,180,正常,Normal
18649,10297,15AUG09:11:36:34,14,特价,Special_offer
25417,10297,23OCT09:22:08:26,100,正常,Normal
26517,10297,07DEC09:13:20:38,20,正常,Normal
28838,10297,10FEB10:13:43:50,279,正常,Normal
32748,10297,11MAY10:15:51:30,349,正常,Normal
36049,10297,01JUN10:18:05:36,0,赠送,Presented
3474,10298,15MAY09:12:07:22,206,正常,Normal
3862,10298,15MAY09:17:46:23,249,正常,Normal
22012,10298,12SEP09:16:51:48,332,正常,Normal
26572,10298,10DEC09:17:54:25,40,正常,Normal
29955,10298,16MAR10:20:59:45,349,正常,Normal
38579,10298,15JUN10:14:01:52,0,赠送,Presented
42087,10298,01JUL10:18:08:26,339,正常,Normal
42319,10298,03JUL10:15:58:46,349,正常,Normal
48117,10298,04AUG10:15:20:02,211,正常,Normal
49003,10298,11AUG10:16:04:21,0,赠送,Presented
49993,10298,18AUG10:13:05:24,20,正常,Normal
50103,10298,19AUG10:16:34:53,0,赠送,Presented
42307,10298,03JUL10:14:21:12,299,正常,Normal
49051,10298,11AUG10:21:44:36,0,赠送,Presented
4561,10298,18MAY09:13:24:35,209,正常,Normal
13598,10298,13JUL09:10:08:06,30,正常,Normal
33691,10298,18MAY10:21:03:55,269,正常,Normal
35417,10298,29MAY10:09:51:22,399,正常,Normal
35705,10298,30MAY10:16:28:06,0,赠送,Presented
36457,10298,03JUN10:09:57:42,0,赠送,Presented
40786,10298,25JUN10:14:43:27,0,赠送,Presented
34378,10298,22MAY10:20:10:19,359,正常,Normal
42116,10298,01JUL10:20:02:06,249,正常,Normal
23472,10299,28SEP09:22:00:09,60,正常,Normal
16462,10299,31JUL09:17:59:20,249,正常,Normal
20866,10299,30AUG09:21:49:16,36,特价,Special_offer
27998,10299,19JAN10:15:40:27,447,正常,Normal
28182,10299,22JAN10:21:20:43,295,正常,Normal
36231,10299,01JUN10:21:50:58,0,赠送,Presented
52556,10299,14SEP10:18:09:06,0,赠送,Presented
45927,10299,22JUL10:19:53:39,20,正常,Normal
4583,10299,18MAY09:13:35:39,30,正常,Normal
5208,10299,19MAY09:15:32:44,369,正常,Normal
17149,10299,04AUG09:15:56:18,0,赠送,Presented
17650,10299,07AUG09:20:06:04,54,正常,Normal
31168,10299,21APR10:20:47:49,0,赠送,Presented
33568,10299,17MAY10:15:29:39,0,赠送,Presented
24347,10299,08OCT09:20:05:56,114,正常,Normal
29988,10299,18MAR10:18:13:27,100,正常,Normal
30964,10299,15APR10:20:36:20,0,赠送,Presented
5398,10300,20MAY09:18:41:00,199,正常,Normal
5533,10300,21MAY09:09:28:57,249,正常,Normal
10581,10300,22JUN09:17:47:49,249,正常,Normal
16620,10300,01AUG09:15:38:45,249,正常,Normal
25920,10300,06NOV09:17:07:18,383,正常,Normal
26705,10300,19DEC09:20:48:03,332,正常,Normal
28028,10300,19JAN10:16:22:25,-12,退货,returned_goods
31051,10300,18APR10:15:08:09,0,赠送,Presented
31281,10300,25APR10:15:44:15,0,赠送,Presented
35100,10300,26MAY10:13:58:48,299,正常,Normal
38082,10300,12JUN10:16:56:27,379,正常,Normal
38133,10300,12JUN10:20:18:03,20,正常,Normal
39843,10300,20JUN10:11:08:37,224,正常,Normal
40107,10300,21JUN10:14:18:40,399,正常,Normal
47188,10300,29JUL10:22:44:56,0,赠送,Presented
4909,10300,19MAY09:12:14:32,269,正常,Normal
5169,10300,19MAY09:15:20:21,399,正常,Normal
5248,10300,19MAY09:15:47:38,15,正常,Normal
7510,10300,01JUN09:16:38:20,3,正常,Normal
19512,10300,19AUG09:20:13:01,59,特价,Special_offer
24604,10300,11OCT09:19:58:00,149,特价,Special_offer
29447,10300,28FEB10:09:07:13,0,赠送,Presented
40410,10300,22JUN10:20:10:23,249,正常,Normal
43585,10300,09JUL10:18:39:13,399,正常,Normal
50691,10300,25AUG10:17:15:25,174,正常,Normal
3545,20001,15MAY09:13:56:26,224,正常,Normal
6591,20001,27MAY09:15:34:01,2,正常,Normal
8982,20001,12JUN09:15:50:25,15,正常,Normal
28501,20001,30JAN10:20:10:12,368,正常,Normal
30192,20001,27MAR10:09:29:44,0,赠送,Presented
31997,20001,04MAY10:16:33:59,269,正常,Normal
42472,20001,04JUL10:13:31:55,0,赠送,Presented
48060,20001,04AUG10:09:58:03,209,正常,Normal
52354,20001,12SEP10:15:38:22,0,赠送,Presented
38951,20001,16JUN10:21:15:29,224,正常,Normal
39596,20001,19JUN10:10:13:23,449,正常,Normal
13049,20001,10JUL09:10:31:13,199,正常,Normal
24741,20001,12OCT09:10:20:39,149,特价,Special_offer
28253,20001,24JAN10:13:04:33,0,赠送,Presented
31888,20001,03MAY10:20:56:00,0,赠送,Presented
39157,20001,17JUN10:19:01:43,0,赠送,Presented
41820,20001,29JUN10:20:07:11,299,正常,Normal
43602,20001,09JUL10:18:48:56,239,正常,Normal
52298,20001,11SEP10:21:14:22,119,正常,Normal
25237,20001,18OCT09:17:51:13,110,正常,Normal
26744,20001,21DEC09:16:38:43,149,正常,Normal
29139,20001,18FEB10:08:15:40,279,正常,Normal
37648,20001,09JUN10:18:30:03,0,赠送,Presented
3495,20002,15MAY09:12:15:36,224,正常,Normal
3528,20002,15MAY09:13:45:23,224,正常,Normal
3671,20002,15MAY09:15:34:01,3,正常,Normal
8402,20002,08JUN09:16:39:47,0,赠送,Presented
9597,20002,16JUN09:09:14:57,2,正常,Normal
12852,20002,08JUL09:19:10:25,0,赠送,Presented
13280,20002,11JUL09:14:53:17,299,正常,Normal
29470,20002,28FEB10:09:25:42,269,正常,Normal
30207,20002,28MAR10:19:55:18,0,赠送,Presented
31750,20002,02MAY10:20:55:20,314,正常,Normal
33666,20002,18MAY10:19:53:00,0,赠送,Presented
36065,20002,01JUN10:18:38:31,0,赠送,Presented
39794,20002,19JUN10:21:08:23,314,正常,Normal
45879,20002,22JUL10:16:14:09,339,正常,Normal
48959,20002,11AUG10:09:23:24,0,赠送,Presented
34346,20002,22MAY10:18:27:48,-404,退货,returned_goods
53130,20002,22SEP10:11:26:23,0,赠送,Presented
4683,20002,18MAY09:15:07:37,224,正常,Normal
6900,20002,28MAY09:19:55:49,399,正常,Normal
15589,20002,26JUL09:09:53:32,0,赠送,Presented
18405,20002,13AUG09:18:34:10,28,正常,Normal
27784,20002,14JAN10:17:07:38,120,正常,Normal
28849,20002,10FEB10:16:26:40,194,正常,Normal
29215,20002,20FEB10:09:05:22,279,正常,Normal
52392,20002,12SEP10:18:29:59,-150,退货,returned_goods
14264,20002,17JUL09:21:20:59,299,正常,Normal
16965,20002,03AUG09:10:34:36,249,正常,Normal
20697,20002,29AUG09:16:37:59,0,赠送,Presented
3472,20003,15MAY09:12:06:58,224,正常,Normal
