application_id,vehicle_year,vehicle_make,bankruptcy_ind,tot_derog,tot_tr,age_oldest_tr,tot_open_tr,tot_rev_tr,tot_rev_debt,tot_rev_line,rev_util,fico_score,purch_price,msrp,down_pyt,loan_term,loan_amt,ltv,tot_income,veh_mileage,used_ind
18720748,1998,OLDS,N,2,6,73,,,,,0,653,19685,16525,3185,60,16500,100,2400,28939,1
18756314,1992,LEXUS,N,0,5,40,2,1,2038,7500,27,722,10726,8975,1000,42,9726,108,1700,100000,1
18766917,2000,CHEVY,N,0,51,358,14,7,7198,79500,9,730,26900,25582,500,72,20800,81,3180.42,1,0
18799484,1998,SATURN,N,0,8,28,6,5,5819,6000,97,595,12500,15000,0,54,14500,97,2500,19415,1
18810137,1998,SUBA,N,0,19,272,2,1,532,25400,2,806,16015,16000,1000,60,15015,94,3500,29000,1
18816918,1998,OLDSMOBILE,N,3,39,77,11,6,2349,41875,6,631,16500,15500,3000,60,13500,87,3333.33,17,1
18819698,2000,INFINITI,N,6,15,101,,,,,0,606,33760,37325,0,36,33760,90,5100,1,0
18824550,2000,TOYOTA,N,0,9,58,5,3,2634,4930,53,678,24590,20417,4173,60,20417,100,2416.67,1,0
18865256,2000,HONDA,,0,6,148,5,2,1350,1838,73,,18800,16765,2035,48,16765,100,0,1,0
18872132,1999,CHEVROLET,N,0,6,39,5,1,860,673,128,653,29213.5,25700,1150,66,25268.5,98,2096,10491,1
18876752,0,,N,0,23,225,5,3,9489,25800,37,719,5500,4599,500,60,5000,109,3350,0,0
18912056,0,,N,3,17,81,,3,4140,5185,80,621,11999,0,0,66,11999,100,4000,0,0
18929741,1995,HONDA,N,0,29,272,10,7,1719,42423,4,758,10500,7000,5000,48,5500,79,2500,44266,1
19008380,2000,TOYOTA,N,4,48,211,5,0,0,5700,0,741,34306.02,25589,1306.02,72,33000,129,4950,1,0
19038724,2000,HONDA,N,0,9,176,3,1,558,3000,19,731,18304,20000,0,60,18304,92,1800,1,0
19071968,1999,BUICK,N,0,15,275,2,1,595,29900,2,789,16267.5,15995,872.5,60,15395,96,4000,9000,1
19091278,1996,GMC,Y,2,9,150,,2,5076,7400,69,702,16475,15000,578,60,10127,68,4380,66836,1
19123075,1999,OLDSMOBILE,N,0,7,37,6,4,5893,6252,94,577,15400,15400,0,60,15400,100,2500,34000,1
19124704,2000,JEEP,N,2,6,102,2,1,512,800,64,653,22645,22645,0,60,22645,100,1600,1,0
19161634,1997,CHRYSLER,N,6,17,132,5,3,5670,10750,53,594,13810.1,12100,3009.1,60,10801,89,4837,27341,1
19188017,2000,VOLVO,N,0,21,425,,3,1839,14150,13,763,28034,28350,5000,60,23034,81,2666.67,10,0
19210927,2000,SATURN,N,0,8,69,3,2,2669,13300,20,765,16712,15735,2000,60,14712,93,0,1,0
19212052,2000,CHEV,N,0,10,320,,2,1656,15000,11,791,13773,14715,9250,36,4523,31,1833.33,1,0
19267500,2000,DODGE,N,8,15,127,3,2,336,3956,8,650,23930,22290,500,66,20980,94,5014,1,0
19276050,1999,OLDSMOBILE,N,0,13,56,7,5,6780,7000,97,669,26235.96,22000,3000,66,21735.96,99,2140,1,0
19304533,1996,CHEVY,N,0,1,13,,,,,0,666,20200,18400,1800,60,18400,100,4000,34000,1
19336641,2000,DODGE,N,4,9,262,5,2,682,1042,65,651,22546,23689,1500,60,21000,89,3000,1,0
19368526,2000,HYUNDAI,N,2,10,196,,3,5119,10502,49,700,13016,13500,700,66,12316,91,1322,1,0
19377666,2000,CHEVY,N,0,4,173,,1,914,9500,10,767,14645,15243,1750,60,12895,85,1558.17,1,0
19388078,1998,CHEV,N,0,7,75,7,3,7039,8500,83,672,19000,19000,0,48,19000,100,2083.33,33000,1
19449836,2000,SATURN,N,0,20,194,4,3,1847,29800,6,708,17500,15965,8000,66,9500,60,4708.33,1,0
19477083,1999,CHEVROLET,N,0,18,97,7,5,4589,48859,9,727,30869,32493,3500,72,27369,84,8499.66,1,1
19480059,1997,DODGE,N,0,13,46,8,3,9343,23200,40,680,15950,14000,1000,60,14950,107,2500,33000,1
19530207,1994,HONDA,N,0,32,116,7,3,15601,43700,36,724,9495,9000,500,48,8995,100,5250,98000,1
19539990,1999,CHEVY,N,0,11,59,6,4,7357,20397,36,685,20823,19000,0,66,20823,110,1961,23685,1
19560411,1998,CHEVY,N,1,3,24,3,2,282,500,56,634,10600,10600,0,60,10600,100,1200,33900,1
19563480,1999,ISUZU,N,0,14,44,8,6,1520,4852,31,582,24000,23400,4000,60,20000,85,2300,1,0
19566984,1991,CHEV,N,0,19,150,3,1,297,7097,4,783,9874,9500,600,36,9274,98,2200,92000,1
19572143,1995,GMC,,,,,,,,,0,,12000,12000,0,54,12000,100,1833.33,65000,1
19631383,1997,PLYMOUTH,N,1,34,149,7,4,3517,11160,32,655,20405,15000,200,60,19723,131,4416.67,43000,1
19644808,2000,CHEVY,N,0,13,98,3,2,134,26000,1,782,24357,25961,5614,60,18743,72,6666.67,1,0
19733716,1998,FORD,N,13,43,148,11,1,550,517,106,669,13000,13000,0,60,13000,100,7000,39000,1
19802478,2000,PONTIAC,N,0,25,294,7,5,13100,34826,38,711,26764.33,25425,0,60,26764.33,105,3933.33,2864,1
19804744,2000,HYUNDAI,N,0,17,164,10,6,33959,46653,73,651,13970.6,14044,0,60,11970.6,85,8333.33,1,0
19808569,1997,FORD,N,2,9,67,,,9998,9998,100,672,21616,20000,0,60,20616,103,2622,74000,1
19978080,1998,FORD,N,0,6,121,,,,,0,622,17828.7,18225,0,54,17828.7,98,2780,21746,1
19983634,1995,FORD,N,0,8,104,4,2,1136,31618,4,768,13982,11475,300,54,13682,119,1250,58000,1
20017236,1996,CHRYSLER,N,0,3,29,,,,,0,544,14737,12725,2737,48,12000,94,2000,36000,1
20068391,1997,CHEVROLET,N,0,34,251,9,8,19914,61630,32,690,13438,13000,4000,48,9438,73,3100,13000,1
20080234,1992,MERCURY,N,4,25,175,5,1,7464,10500,71,609,4831,5800,0,36,4831,83,5100,79992,1
20085686,1995,ISUZU,N,0,27,141,6,3,10856,77708,14,689,11500,11700,1000,54,12000,103,2500,68338,1
20102284,2000,CHEVY,N,0,26,69,9,6,13816,23796,58,631,22936,16725,6211,60,16725,100,8000,0,0
20103429,1999,MERCURY,N,0,11,70,5,3,4918,7873,62,696,23831.84,18270,9531.84,60,20000,109,2800,2000,1
20107920,1997,CHRYSLER,N,0,5,51,3,1,163,2898,6,718,17150,14075,3100,60,15000,107,2000,19105,1
20161892,1998,CHEVY,N,3,16,109,8,6,6818,8738,78,726,21361.9,21225,0,60,20111.9,95,4500,23000,1
20168049,1997,FORD,N,4,36,193,7,5,4829,8085,60,601,9290,8775,0,60,8790,100,5250,40000,1
20174354,2000,CHEVY,N,0,16,114,5,4,2549,18906,13,650,31400,28893,4250,66,28893,100,2833.33,19,0
20282787,1994,BUICK,N,0,7,95,,0,0,19612,0,763,8139,8000,5000,30,3139,39,1300,62000,1
20320319,2000,DODGE,N,0,17,107,8,6,11668,18300,64,652,30300,30635,0,60,30300,99,7500,11,0
20334856,1998,FORD,N,2,15,116,,1,3275,3300,99,659,24562,17900,11000,48,7562,42,3000,24000,1
20370252,2000,DODGE,N,4,17,183,4,2,4491,17387,26,692,15950,16000,0,60,15950,100,3800,13000,1
20479478,1993,BUICK,Y,12,31,121,,7,5022,4942,102,626,8800,8375,0,42,7300,87,1517,69006,1
20484473,1999,FORD,N,0,18,200,5,3,5999,12200,49,761,10301,10000,0,60,10301,103,1280,12000,1
20500832,2000,CHEV,N,5,19,130,8,3,5895,9288,63,632,16350,14885,3000,60,13350,90,4833.33,1,0
20528208,1997,SATURN,N,2,16,120,4,3,2490,6681,37,668,10950,11000,0,60,10650,97,2083.33,50000,1
20530404,1996,GMC,N,1,17,46,11,9,18129,25800,70,660,23495,24000,1000,54,22495,94,5066.67,89000,1
20545530,2000,DODGE,N,0,24,219,4,2,3512,67700,5,803,32900,39185,200,60,22900,58,9083,1,0
20556996,2000,CHEVY,N,0,5,19,4,3,422,1911,22,652,24128,26757,6500,60,17628,66,0,1,0
20564252,0,,N,1,29,141,3,1,1991,46871,4,733,12288,0,2000,60,10288,84,8400,0,0
20586003,1999,DODGE,N,0,13,47,9,5,4609,6780,68,630,20527.1,21500,0,60,20527.1,95,2700,16000,1
20593982,1997,PONTIAC,N,0,7,147,,2,219,5200,4,760,17268,13500,0,60,17268,128,3000,38685,1
20594953,1999,OLDS,N,0,7,52,6,4,2971,4065,73,679,23320,99435,2120,60,21200,21,4362.8,24830,1
20607179,1997,CHEVY,N,0,20,205,3,1,2598,11088,23,771,21883,18000,560,66,20500,114,7583.33,40000,1
20629414,1998,FORD,N,0,28,361,7,6,25974,61230,42,669,18225,17325,0,60,17425,101,4250,23000,1
20635583,0,,N,0,11,224,4,1,328,25000,1,807,7400,6999,0,60,7400,106,4333.33,0,0
20665694,2000,HYUNDAI,N,3,21,126,,6,7322,7599,96,658,10761,11500,0,60,10761,94,2058.33,1,0
20700918,1999,CHRYSLER,N,1,30,136,5,4,12675,45829,28,689,18340,23570,0,60,18340,78,1922,218,1
20702577,1995,MITS,N,0,22,489,6,4,252,14080,2,772,9281,111050,0,60,9281,8,1560,53000,1
20714972,1997,CHEV,Y,5,12,121,4,3,1522,1300,117,650,21300,20500,500,60,20800,101,2583.33,43,1
20732720,1998,CHEV,N,5,5,67,,,,,0,714,21995,21500,0,66,15950,74,1800,8000,1
20741963,1996,MAZDA,N,1,25,131,4,2,2031,49485,4,690,8682.85,7625,0,54,8182.85,107,3500,37045,1
20761998,2000,GMC,N,2,22,189,6,3,7914,19000,42,689,33324,33625,0,60,30824,92,5708.34,1,0
20886353,1994,FORD,Y,3,5,130,,1,292,1000,29,637,10640,10100,0,42,9040,90,1500,58000,1
20933616,1999,FORD,N,0,24,191,9,6,10404,42074,25,761,27174,28000,1000,60,26174,93,1600,20000,1
20974310,1999,FORD,N,2,40,322,14,11,37845,29226,129,601,22316.1,22000,10000,66,12316.1,56,8166.66,21000,1
20999228,1998,CHEVY,N,0,17,83,2,1,545,18000,3,747,13500,14000,0,60,13500,96,1833.33,25000,1
21008873,2000,NISSAN,N,0,8,118,3,2,2427,5600,43,644,17944,16519,1444,60,16500,100,2626.17,1,0
21017966,2000,CHEVY,N,0,28,292,12,11,53750,73000,74,652,21623,20246,1250,72,19373,96,3615,17,0
21043753,1999,FORD,N,0,17,140,3,1,134,24100,1,759,38500,30800,2000,72,36500,119,3000,7000,1
21075987,1994,FORD,N,0,15,258,6,2,2063,10800,19,781,19775.7,17900,0,48,17209.85,96,3300,10426,1
21093346,2000,VW,N,2,15,138,3,2,2634,3734,71,696,20490,20000,3000,66,17490,87,5000,52,0
21097988,1996,FORD,N,3,18,180,8,4,6212,12126,51,698,17200,16975,950,60,16250,96,3800,55928,1
21114911,2000,VOLKSWAGEN,N,0,7,51,8,2,1494,2050,73,702,18846,19200,1587.37,60,17258.63,90,2000,1,0
21130324,1997,HONDA,N,0,10,51,6,5,5111,9699,53,696,18732,16575,0,60,17487,106,2083.33,27000,1
21167171,1999,OLDSMOBILE,N,0,26,351,,2,1722,49299,3,751,21614,21130,3760,48,17854,84,3500,19,1
21204232,1996,PLYMOUTH,N,0,1,31,,,,,0,700,7000,12625,0,60,12174,96,2500,67212,1
21207019,1999,DAEWOO,N,0,15,85,4,3,4658,15200,31,723,15454,14375,1250,60,12704,88,2166.67,25,1
21282941,2000,NISSAN,N,0,8,168,3,1,0,2500,0,663,23389.1,23168,3846.47,60,19542.63,84,5000,4,0
21325983,2000,DODGE,N,1,8,103,4,1,1354,1500,90,737,28500,30710,1500,72,27000,88,6000,1,0
21330603,1998,VW,N,2,21,84,8,6,11375,13965,81,610,22322,21500,1000,60,21322,99,2500,18000,1
21361004,2000,HONDA,N,0,8,64,5,2,2582,400,646,659,14960,16145,0,36,14960,93,2208.33,1,0
21397748,1996,CHEVY,N,0,33,194,2,0,0,8800,0,797,23500,20000,0,60,23500,118,7666.66,49000,1
21484485,2000,DAEWOO,N,0,35,165,4,2,172,45300,0,691,13063.25,12855,1500,48,10763.25,84,3400,1,0
21621987,1999,CHEVY,N,,,,,,,,0,701,18521,17000,1000,66,16921,100,3401.66,16800,1
21651666,1997,MERCURY,N,0,7,200,4,2,1895,7500,25,770,12768.68,12500,4000,60,2268.68,18,11333.33,34000,1
21662037,1999,FORD,N,3,5,257,3,2,146,5144,3,675,30872.8,29185,1000,72,23577.8,81,5200,1,0
21687490,2000,HONDA,N,3,60,135,7,3,5289,34410,15,663,22500,24900,0,36,22500,90,12500,1,0
21714113,1996,MAZDA,N,2,13,105,3,0,0,300,0,697,13262.5,11975,0,60,13141.48,110,3011,361360,1
21720592,0,,N,1,17,70,6,1,978,9178,11,639,16859.88,17097,1500,60,15359.88,90,5833,0,0
21725910,1999,DODGE,N,1,39,264,7,2,176,44381,0,711,21446,18675,500,66,21299,114,2583.33,19692,1
21734300,1995,DODGE,N,1,5,23,4,3,1177,2168,54,648,8214.63,8100,0,48,7871.01,97,1200,50000,1
21812971,1999,DODGE,N,1,26,142,9,4,6362,7451,85,661,15500,15750,0,60,10500,67,4333.33,12159,1
21830611,0,,N,0,23,110,3,2,802,13084,6,765,12700,13699,0,60,10700,78,4200,0,0
21839866,2000,TOYOTA,N,0,26,198,7,6,4893,34400,14,739,30500,34144,0,51,30500,89,2916.67,79,0
21855290,1998,FORD,N,0,43,137,10,6,6044,63281,10,700,19904,17500,1700,48,18204,104,8450,8300,1
21882384,0,,Y,4,19,169,6,3,6250,5000,125,633,5500,0,800,60,4700,85,4400,0,0
21886704,2000,FORD,N,0,10,64,8,5,7807,6200,126,767,19104,14755,0,60,19104,129,4400,1,0
21918891,2000,FORD,N,0,1,18,,,,,0,683,18304.25,18685,1000,60,17304.25,93,1800,24000,0
21957043,1999,MERCURY,N,0,2,14,,2,169,1448,12,711,17933,18875,2250,60,15683,83,2500,1,0
21960590,2000,CHEVY,N,10,23,170,5,2,1212,900,135,623,28919.3,28156,0,60,22020.23,78,3999.93,1,0
21979888,1997,CHRYSLER,N,8,25,197,9,5,10479,12597,83,670,20785.82,21900,0,60,20785.82,95,3000,26880,1
22007720,1997,PONTIAC,N,8,12,54,5,4,3835,4674,82,615,16300,13700,4100,60,13700,139,1800,14000,1
22036649,1996,PLYMOUTH,N,0,1,5,,,,,0,666,15465,13000,1000,54,12965,100,2400,42969,1
22039470,2000,FORD,N,11,14,247,1,0,0,2200,0,661,25548,23590,4148,66,23500,100,13000,0,0
22089607,0,,N,0,36,183,11,8,12508,102378,12,702,9000,9999,500,60,8500,85,20000,0,0
22100170,1998,JEEP,N,0,12,40,,2,1255,6500,19,711,14876,15400,1000,66,13876,90,2416.67,22000,1
22136152,1997,FORD,Y,2,6,38,3,2,1081,1515,71,629,18110,15500,3110,54,15000,97,2500.33,59000,1
22186609,1998,FORD,Y,14,37,156,9,5,3832,4308,89,651,28200,24500,0,66,23300,95,6500,8461,1
22191980,2000,FORD,Y,4,4,13,2,1,1154,1223,94,633,25000,28445,1000,36,24000,84,5200,1,0
22214738,1996,SATURN,,,,,,,,,0,,7478,7500,0,60,7478,100,1126.66,52276,1
22221942,1997,CHEVY,N,2,5,28,,3,1231,2033,61,585,10075,8400,2000,54,8075,96,1333.33,34,1
22228308,2000,LEXUS,N,1,20,37,,4,6456,36100,18,624,33900,36970,7653.62,39,26246.38,71,2916.67,1,0
22351256,1995,CHEVY,N,1,7,66,3,2,6144,6020,102,640,18600,19000,0,54,18600,98,3500,59000,1
22362661,2000,TOYOTA,,,,,,,,,0,,24813.66,26839,6000,24,18813.66,70,5833.33,1,0
22372434,1999,FORD,N,3,17,122,,,9998,9998,100,633,27200,23300,0,66,24700,106,6600,0,0
22396017,1998,CHEVROLET,,0,1,18,,,,,0,,16653.62,15075,2653.62,60,14750,98,1500,38000,1
22405184,1999,GMC,N,1,33,324,9,6,12978,25176,52,,32146,43200,2500,36,29646,69,6666.67,9000,1
22407838,2000,CHEVY,N,1,26,314,2,1,23050,23505,98,677,52164,50000,0,72,46764,94,7700,1,0
22420938,2000,CHEVY,Y,2,29,243,8,5,13979,24937,56,690,21272.75,20000,1000,66,19844.75,99,3000,12,0
22451859,1996,CHEVY,N,6,11,158,5,4,3880,3433,113,656,19650,16550,3150,60,18150,110,4083.33,58000,1
22457581,1997,FORD,N,1,42,249,12,7,24929,67455,37,689,25750,20500,3250,66,22500,110,8350,25000,1
22524758,1997,FORD,N,0,22,273,5,3,15608,29905,52,641,14896,14225,0,60,11776,83,5416.67,45818,1
22536244,1999,CHEVROLET,N,1,8,93,3,1,39,2830,1,720,11647.07,10800,500,66,11147.07,103,1516.66,8436,1
22538911,1999,CHEVY,N,18,25,102,,,,,0,650,13500,12650,1000,60,12500,99,3900,11000,1
22544133,1999,DODGE,N,2,8,116,4,3,2147,3646,59,663,17500,17525,0,60,17500,100,2050,28000,1
22562415,1996,CHEVY,N,5,12,96,5,2,613,1950,31,600,9500,9000,1500,54,8000,89,1600,60000,1
22571766,1996,DODGE,N,0,9,19,11,9,3108,4531,69,624,15500,17250,0,48,15500,90,3800,60172,1
22593323,1997,FORD,Y,4,22,139,3,1,7294,8300,88,646,17430,19025,0,54,17430,92,2166.66,57000,1
22643345,1990,TOYOTA,N,1,8,485,,4,16457,24846,66,671,5598,6000,2000,24,3598,60,2457,65000,1
22681512,1997,OLDS,N,2,24,229,5,4,4600,14731,31,588,18550,19900,0,36,18550,93,5000,40000,1
22731726,1998,CHEVY,N,0,6,36,,4,7550,3300,229,663,18600,15600,3100,60,15500,99,3500,27000,1
22738427,2000,PONTIAC,N,3,22,79,6,5,3178,4169,76,681,23575,22000,0,60,23110.73,105,5606.66,1,0
22739463,1997,TOYOTA,N,7,20,280,19,6,10338,10931,95,664,16000,16975,0,60,16000,94,3983.33,32111,1
22744139,2000,CHEVY,N,13,23,173,,,9998,0,0,635,30696.12,29678,1696.12,60,29000,98,7458.33,1,0
22797742,1996,NISSAN,N,0,10,56,5,1,69,2600,3,695,13900,13000,0,54,12900,99,2875,40609,1
22805690,1995,CHEVROLET,N,0,1,17,,1,1165,1260,92,617,5500,6225,0,48,5500,88,700,54000,1
22862166,1997,SATURN,N,12,20,173,5,3,3667,4777,77,633,10983,11400,1500,60,9483,83,2995,50000,1
22874933,1999,TOYOTA,N,0,5,241,1,0,0,5510,0,785,10500,12000,0,60,10500,88,1237.6,40,1
22891375,1999,ISUZU,N,0,24,187,12,7,53509,59365,90,666,20805,21000,0,66,20655,98,7250,1,1
22897211,1991,IZUZ,N,3,8,117,3,2,830,4672,18,761,4332,4000,500,24,3832,96,3666.67,95,1
22900865,1995,JEEP,,,,,,,,,0,,10072,9500,572,48,9500,100,1700,76000,1
22908762,1999,CHEVY,N,2,35,257,6,5,6456,22082,29,711,23070,26995,2000,72,19415,72,1356,12,1
22917282,1993,MERCURY,N,1,25,170,8,4,7744,15427,50,621,4287.62,4675,0,36,4287.62,92,3000,78000,1
22917763,1999,DODGE,N,10,19,102,4,3,769,1852,42,656,16995,14250,1000,60,13995,98,6416.67,24000,1
22925678,2000,FORD,N,3,4,92,,1,59,200,30,653,27599,26340,1000,72,24099,91,15000,1,0
22930972,1998,MERCURY,Y,4,28,158,8,4,9860,25930,38,632,17600,14500,3000,60,15000,103,8250,21000,1
22958002,1998,FORD,N,3,12,119,6,3,3617,7494,48,620,25070,20500,4690,60,20000,98,1700,41000,1
22960381,1998,JEEP,N,0,15,104,3,1,4219,12000,35,783,14789.5,17995,0,60,14789.5,82,11250,10,1
23026301,2000,SATURN,N,6,9,126,3,1,854,201,425,605,18160,18860,0,48,18160,96,2666.67,0,0
23029118,1995,JEEP,Y,5,21,135,9,5,1604,3024,53,587,16044.75,15000,1044.75,48,15000,100,6400,62000,1
23077970,2000,CHEV,N,0,6,213,,1,17,15500,0,795,13349,13269,0,72,13349,101,1900,1,0
23101917,2000,SUBARU,N,3,33,132,6,3,7424,11300,66,602,24545.2,22320,2225.2,60,22320,100,6750,19,0
23111545,1997,JEEP,N,3,14,103,2,1,1524,2900,53,649,17500,19100,1000,36,16500,86,2100,52000,1
23136564,2000,MITSUBISHI,N,5,20,126,12,1,257,642,40,671,27900,26292,6000,60,21900,83,3966.67,1,0
23166513,1998,TOYOTA,,,,,,,,,0,,12800,12600,0,60,12300,98,1750,37000,1
23191150,1998,CHEVY,N,0,20,129,4,1,49,20100,0,806,16237,17050,0,66,12267,72,2516,14500,1
23252263,1999,CHEV,N,0,4,266,,3,3080,28100,11,756,11655,11375,0,63,11655,102,1971,13800,1
23257726,1999,OLDSMOBILE,N,4,17,187,4,3,7533,9939,76,640,14900,14500,0,60,10900,75,1648,6800,1
23258591,1999,FORD,,0,1,5,,3,932,1400,67,,12917,12000,465,66,11987,100,833.33,10000,1
23276566,2000,PLYMOUTH,N,0,20,66,6,3,4494,8600,52,685,18249,16135,1019,66,17230,107,2671,0,0
23278513,1997,FORD,N,1,20,94,5,4,5521,20019,28,694,12550,10675,1500,60,11050,104,4000,29000,1
23282838,1996,DODGE,N,0,18,132,2,1,2656,6200,43,738,19700,1600,0,60,19450,99,5833.33,47000,1
23286168,2000,HYWIDAL,N,0,11,58,8,4,6783,17495,39,705,16196.77,14459,0,63,16196.77,112,5291.67,1,0
23303300,1997,DODGE,N,0,34,100,7,3,776,63300,1,772,13754,13000,1000,60,12354,95,2500,65240,1
23327824,1998,LINCOLN,N,8,24,193,8,4,5635,5292,106,631,25000,27800,2500,48,25020,90,6615,34000,1
23344089,1999,PONTIAC,N,0,6,127,,3,613,1551,40,717,16254,15000,1000,66,15254,102,3033.33,23000,1
23381804,2000,TOYOTA,N,7,14,157,4,3,3339,4669,72,642,22390,21957,0,66,21500,98,3500,21,0
23417464,2000,CHEVY,N,0,17,163,4,0,0,5200,0,789,16299,16299,500,66,11999,74,3500,1,0
23418488,1992,ACURA,,0,1,3,,1,362,500,72,,6391.73,6000,1000,36,5391.73,90,1000,50900,1
23424794,1995,CHEVROLET,N,0,8,146,,0,0,6500,0,766,7893.25,6000,2000,36,5893.25,98,4500,63357,1
23454985,1999,CHEVY,N,0,30,297,8,5,10819,45208,24,771,29207.89,31363,0,60,19489.89,62,13333.33,0,0
23476491,1996,FORD,N,0,19,254,4,2,4796,38800,12,778,12331,12300,0,60,11331,92,5000,33000,1
23506817,1999,DODGE,N,0,9,182,4,3,373,32100,1,793,14266,13325,1020,66,11746,88,806,25600,1
23553949,1999,PONTIAC,N,0,14,162,3,2,2507,4600,55,751,17061,16450,0,60,15566,95,3750,12000,1
23568321,2000,CHEVY,N,0,26,155,8,5,20758,48728,43,723,32465.56,31043,0,72,32465.56,105,1600,4,0
23584840,1997,LINCOLN,N,0,24,141,3,2,736,13241,6,754,21000,15775,9000,48,12000,76,5833.33,26000,1
23625215,0,,N,0,35,244,6,3,7821,21942,36,652,4350.72,4500,500,36,3850.72,86,5800,0,0
23632995,2000,HONDA,N,1,16,39,7,3,2256,6200,36,639,18012.04,18100,0,42,18012.04,100,4166.67,12,0
23663841,2000,NISSAN,N,1,17,65,8,3,7083,22668,31,716,25125.28,22779,0,54,25125.28,110,10083.34,6,0
23676358,2000,NISSAN,N,2,6,157,4,2,3088,4700,66,634,28495,25445,5595,60,22900,90,5083.33,1,0
23679164,2000,DAEWOO,N,1,16,202,5,4,11188,22543,50,711,15700,13145,0,63,15700,119,1520,1,0
23699692,1998,CHEVY,N,3,19,232,7,4,2244,18997,12,678,14900,14075,0,60,14500,103,5000,37000,1
23703314,1998,PONTIAC,N,0,29,444,,6,34765,78470,44,663,14036,14700,2500,66,11536,78,2500,39000,1
23787679,1993,CHEVROLET,N,2,23,302,2,1,165,14300,1,643,4200,4500,0,36,4200,93,2100,82000,1
23819922,1997,CHEVY,N,0,21,292,7,2,1231,38490,3,744,12340,10700,0,60,12340,115,4675.66,25000,1
23821324,2000,CHEVY,N,5,33,124,3,0,0,1500,0,683,32540,29736,0,72,31810,107,2425,49,0
23888796,1998,PONTIAC,N,0,17,64,11,7,14709,15000,98,653,21938.92,23500,0,48,21938.92,93,5400,10771,1
23909982,1996,CHEV,N,0,4,23,,1,495,2691,18,697,9710.18,8250,0,48,7710.18,93,1560,61700,1
23927232,1999,FORD,N,4,29,156,5,3,2344,29842,8,681,41525,35300,0,66,36062,102,7100,200,1
23928630,2000,TOYOTA,N,2,46,288,10,3,2296,13500,17,631,25013.83,20439,0,60,25013.83,122,2150,1,0
23949016,1998,DODGE,N,0,6,61,4,3,1568,3647,43,696,15090,10325,2090,60,13000,126,2358.67,9000,1
23953837,1995,CHEVY,,0,1,4,,1,309,300,103,,13396,12750,1800,54,11596,91,1772.33,83300,1
24004595,1997,TOYOTA,N,12,28,111,11,2,545,7243,8,697,25289,22100,3200,66,22089,100,4315,42000,1
24006478,1999,GMC,N,1,25,148,7,5,37372,47900,78,650,24565,24006,0,60,24565,102,3750,25000,1
24015283,0,,N,0,18,83,6,5,11025,37227,30,690,5172,0,1472,36,3700,72,3900,0,0
24034117,1996,JEEP,N,0,6,92,,3,6856,28500,24,748,10517,10600,0,60,10517,99,1650,48000,1
24037500,2000,NISSAN,N,4,7,94,,3,1209,2785,43,684,18958,18458,1400,66,17558,95,11250,1,0
24068959,2000,TOYOTA,N,4,11,168,3,2,2496,2718,92,607,23712.1,23057,2965.6,60,20746.5,90,2166.67,5,0
24105464,2000,TOYOTA,N,0,24,115,4,3,3281,56800,6,746,24201,22000,0,60,24201,110,0,1,0
24114964,1999,FORD,N,13,22,171,10,6,7092,6748,105,605,31995,32000,7295,60,24700,77,4600,9000,1
24115746,1998,FORD,N,3,12,122,4,2,4637,5199,89,624,26500,24100,2300,60,24000,100,4083.33,17192,1
24134843,2000,JEEP,N,6,46,185,9,4,4069,6039,67,660,33350,38285,0,48,33350,87,10916.67,2000,1
24163645,2000,PONTIAC,N,0,33,261,13,8,24472,49000,50,626,20683.56,20945,0,60,20683.56,99,5166.67,578,0
24193202,2000,ISUZU,N,1,18,134,,2,3021,7200,42,684,23461,25094,3500,48,12461,50,3600,18,0
24196840,1996,FORD,N,0,26,341,4,1,8099,0,0,693,5205,5000,0,48,5205,104,3780,68755,1
24211080,1997,MAZDA,N,0,3,8,,1,780,1201,65,521,8604.4,8900,1000,48,7604.4,85,1680,62058,1
24266392,2000,TOYOTA,N,4,11,81,,6,4658,9240,50,664,20950,22487,0,48,20950,93,2050,1,0
24270333,2000,SUBARU,N,2,34,408,10,7,32110,42598,75,639,31768,27500,4768,60,27000,98,7000,30,0
24276215,2000,CHEVY,N,2,9,51,5,2,5598,6000,93,632,34354,31610,3000,66,31354,99,3666.67,1,0
24314067,2000,HONDA,N,7,11,51,5,2,1034,411,252,503,19812,15965,3847,48,15965,100,2200,1,0
24366022,1999,CHEVY,,0,0,2,,1,42,500,8,,14494,8000,2000,42,5494,69,1300,15,1
24372005,1995,FORD,,,,,,,,,0,,10764,7375,3116,42,7648,104,1030,56930,1
24390713,1998,FORD,N,6,14,126,3,1,250,1228,20,633,22116,21900,7000,54,15116,69,2666.67,38292,1
24421211,1995,CHEVY,N,0,8,42,5,3,7074,7172,99,600,14859,10000,5859,54,9000,90,2500,42000,1
24458250,1995,JEEP,N,1,19,164,10,5,1733,6703,26,676,12685,14000,0,54,12685,91,3000,82356,1
24467801,2000,TOYOTA,N,4,30,118,9,8,9651,19968,48,643,22872,25233,0,60,22872,91,3400,1,0
24474569,1996,GOE,N,0,2,17,2,1,707,850,83,664,11588,9000,2000,54,8960,100,1733.33,45,1
24479789,2000,FORD,Y,11,26,127,5,3,2172,1195,182,646,33000,32295,2000,36,31000,96,3500,1,0
24494654,1999,CHEV,N,1,32,190,8,6,12670,38806,33,688,36850,41210,2000,60,34850,85,13000,0,0
