subscriberID,churn,gender,AGE,edu_class,incomeCode,duration,feton,peakMinAv,peakMinDiff,posTrend,negTrend,nrProm,prom,curPlan,avgplan,planChange,posPlanChange,negPlanChange,call_10000
74654518,1,0,35,1,15,9,0,180,28,1,0,3,1,1,1,0,0,0,0
74655711,1,0,26,0,20,4,0,209,74,1,0,0,0,1,1,0,0,0,1
74655814,1,0,13,1,24,5,0,0,0,0,0,0,0,3,3,0,0,0,0
74656187,0,0,19,1,15,13,1,332.666667,-366,0,1,0,0,2,2,0,0,0,0
74657656,1,0,19,0,8,2,0,355.333333,-44,0,1,0,0,3,3,0,0,0,0
74658528,1,1,43,1,21,5,1,436,-160,0,1,0,0,3,3,0,0,0,0
74658839,1,0,24,1,3,6,1,302.666667,-271,0,1,0,0,3,3,0,0,0,0
74661244,0,1,14,0,31,12,1,272.333333,42,1,0,0,0,3,3,0,0,0,1
74665652,0,0,55,0,25,7,1,228,191,1,0,0,0,4,4,0,0,0,0
74666030,0,1,21,1,28,7,0,206,-258,0,1,3,1,3,3,0,0,0,1
74668980,1,1,15,2,9,15,0,434.666667,-73,0,1,0,0,3,3,0,0,0,0
74669318,1,0,38,1,48,12,0,709,-66,0,1,1,1,4,3,1,1,0,1
74673683,0,0,21,1,24,39,1,246,172,1,0,0,0,3,3,0,0,0,0
74679610,0,1,38,0,41,27,1,171.333333,41,1,0,3,1,1,1,0,0,0,1
74681893,1,1,21,1,21,10,1,170.666667,-81,0,1,0,0,3,3,0,0,0,1
74682015,0,1,38,0,24,8,1,41.666667,-1,0,1,0,0,1,1,0,0,0,0
74686151,0,1,56,3,39,11,1,185.333333,59,1,0,0,0,3,3,0,0,0,0
74687373,0,0,24,0,48,7,0,34.333333,-71,0,1,0,0,4,4,0,0,0,1
74688662,1,1,22,0,24,6,0,336.333333,123,1,0,0,0,3,3,0,0,0,1
74690303,0,0,44,2,32,10,1,80,-5,0,1,0,0,3,3,0,0,0,1
74690836,1,0,12,2,15,3,0,347,172,1,0,0,0,3,3,0,0,0,1
74691548,0,0,27,0,20,8,1,8,15,1,0,0,0,3,3,0,0,0,1
74697908,1,1,38,0,35,3,1,136.333333,-77,0,1,0,0,1,1,0,0,0,0
74700012,1,1,33,1,18,14,1,6.666667,-15,0,1,0,0,1,1,0,0,0,0
74700391,1,1,32,0,26,3,1,24,-27,0,1,0,0,3,3,0,0,0,1
74702694,0,0,15,3,30,16,0,284,-65,0,1,0,0,3,3,0,0,0,0
74703034,0,0,16,0,1,6,1,291,18,1,0,0,0,3,3,0,0,0,0
74707187,1,0,26,1,23,3,0,285,246,1,0,0,0,3,3,0,0,0,0
74718263,0,1,13,2,33,17,0,308.666667,-91,0,1,0,0,3,3,0,0,0,1
74719061,0,0,47,1,8,24,0,76,21,1,0,0,0,1,1,0,0,0,1
74721461,1,0,38,0,49,5,0,230.5,-267,0,1,0,0,3,3,0,0,0,0
74724632,1,0,39,0,52,2,0,225.833333,-216.5,0,1,3,1,3,3,0,0,0,0
74727935,1,1,34,2,2,13,1,147.666667,-24,0,1,0,0,3,3,0,0,0,1
74741920,0,0,17,0,8,31,1,264.666667,-42,0,1,0,0,3,3,0,0,0,0
74743263,1,1,29,1,45,10,0,206,-182,0,1,0,0,3,3,0,0,0,1
74746248,1,1,22,2,10,8,0,119.333333,-135,0,1,0,0,1,1,0,0,0,0
74748664,1,1,40,1,32,3,1,405.666667,189,1,0,0,0,3,3,0,0,0,1
74752385,0,0,45,1,11,12,0,92.333333,-61,0,1,0,0,3,3,0,0,0,0
74752778,1,1,20,1,51,14,1,0,0,0,0,1,1,3,3,0,0,0,1
74755905,0,1,23,1,48,9,1,110,-87,0,1,0,0,1,1,0,0,0,1
74757919,1,0,22,0,50,5,0,155,-60,0,1,0,0,1,1,0,0,0,1
74760888,0,0,59,1,4,24,1,81,114,1,0,3,1,3,3,0,0,0,1
74770847,0,0,25,1,8,40,1,88.666667,74,1,0,0,0,1,1,0,0,0,1
74772499,1,0,28,0,12,9,1,341.666667,-40,0,1,0,0,3,3,0,0,0,0
74782067,1,0,19,0,51,3,0,134.666667,-323,0,1,3,1,3,3,0,0,0,1
74786542,1,1,15,1,11,5,1,242.666667,-419,0,1,0,0,3,3,0,0,0,0
74789169,1,0,24,1,46,3,0,1,-3,0,1,0,0,1,1,0,0,0,0
74789958,0,0,45,2,45,15,1,12.666667,8,1,0,0,0,3,3,0,0,0,0
74790454,1,0,35,2,3,6,0,224.666667,230,1,0,0,0,1,1,0,0,0,1
74792377,1,1,27,1,48,5,0,247,-741,0,1,0,0,4,4,0,0,0,1
74793222,0,1,13,1,38,23,1,138.333333,-52,0,1,0,0,1,1,0,0,0,1
74796418,1,1,14,0,13,5,0,301,1,1,0,0,0,3,3,0,0,0,0
74796444,1,1,21,2,24,5,1,184,-278,0,1,0,0,3,3,0,0,0,1
74803794,1,1,27,0,53,7,1,143,28,1,0,0,0,1,1,0,0,0,1
74804385,1,1,22,1,9,16,1,345.333333,-304,0,1,0,0,3,3,0,0,0,1
74804810,1,1,20,0,50,10,1,285.333333,-202,0,1,0,0,3,3,0,0,0,1
74805147,1,1,28,0,20,5,1,348,-41,0,1,0,0,3,3,0,0,0,1
74805221,0,1,47,1,22,22,1,286.666667,133,1,0,0,0,3,3,0,0,0,1
74805224,0,1,18,0,4,35,1,124.333333,-8,0,1,0,0,1,1,0,0,0,0
74805409,1,1,22,0,48,14,0,347,-651,0,1,0,0,3,3,0,0,0,1
74805572,0,0,32,0,35,10,0,167.666667,27,1,0,0,0,2,2,0,0,0,0
74805662,1,1,11,0,46,3,0,36.333333,-98,0,1,0,0,4,4,0,0,0,0
74805753,1,0,16,1,27,3,0,51.333333,-83,0,1,0,0,3,3,0,0,0,0
74805865,0,1,14,0,2,14,1,118,-197,0,1,0,0,1,1,0,0,0,1
74806173,1,0,13,0,15,4,0,335.333333,30,1,0,0,0,3,3,0,0,0,0
74806245,0,0,38,3,51,35,1,61,-46,0,1,0,0,3,3,0,0,0,1
74806523,0,1,22,2,4,37,1,283.666667,-111,0,1,0,0,3,3,0,0,0,0
74806611,1,0,12,0,13,6,0,0,0,0,0,0,0,1,1,0,0,0,0
74806672,0,0,49,0,49,21,1,6,-18,0,1,0,0,3,3,0,0,0,1
74806849,0,1,29,1,19,8,0,251,-134,0,1,0,0,3,3,0,0,0,0
74807042,0,0,18,1,9,10,1,272,67,1,0,0,0,3,3,0,0,0,1
74807048,1,1,16,1,25,13,1,173,-462,0,1,0,0,3,3,0,0,0,0
74807124,1,1,27,0,40,3,1,542.333333,70,1,0,0,0,4,4,0,0,0,1
74807200,0,1,44,0,18,11,1,113.666667,-49,0,1,0,0,3,3,0,0,0,1
74807375,0,0,27,2,7,25,1,221,-60,0,1,0,0,1,1,0,0,0,1
74807822,0,1,47,0,15,28,0,61.333333,34,1,0,3,1,1,1,0,0,0,0
74808006,0,0,24,2,10,34,0,203,-1,0,1,3,1,3,3,0,0,0,1
74808067,1,0,31,1,51,13,1,56,-168,0,1,0,0,3,3,0,0,0,0
74808121,1,1,32,3,47,4,0,415.333333,-1180,0,1,0,0,4,4,0,0,0,1
74808210,0,0,16,0,3,10,1,397.333333,-5,0,1,0,0,3,3,0,0,0,0
74808388,1,1,36,0,39,6,1,71,-18,0,1,0,0,3,3,0,0,0,1
74808411,0,1,76,0,8,7,1,6.666667,11,1,0,0,0,3,3,0,0,0,1
74808609,1,1,43,1,5,16,1,341.333333,-432,0,1,0,0,3,3,0,0,0,1
74808757,1,1,24,0,54,14,0,251,-381,0,1,0,0,3,3,0,0,0,0
74809107,1,1,49,2,51,7,0,204.5,-39,0,1,0,0,3,3,0,0,0,0
74809115,0,1,23,1,29,14,1,145,60,1,0,0,0,3,3,0,0,0,0
74809185,1,0,26,0,40,8,1,125,-127,0,1,0,0,3,3,0,0,0,0
74809260,1,1,48,0,32,15,0,7,7,1,0,0,0,3,3,0,0,0,1
74809351,1,1,30,0,3,13,1,148.666667,45,1,0,3,1,1,1,0,0,0,0
74809647,1,0,26,0,16,3,0,319.5,39.5,1,0,2,1,3,2,2,1,0,0
74809701,1,1,31,0,42,4,0,160,53,1,0,0,0,1,1,0,0,0,1
74809927,0,1,20,2,12,9,1,192.333333,-16,0,1,0,0,2,2,0,0,0,1
74809947,0,0,16,2,36,41,1,259,93,1,0,3,1,3,3,0,0,0,1
74810008,0,0,54,3,37,16,1,187.333333,-26,0,1,0,0,3,3,0,0,0,0
74810294,1,1,36,2,43,12,0,213.666667,1,1,0,3,1,3,3,0,0,0,0
74810511,1,1,28,1,12,4,1,335,-132,0,1,0,0,3,3,0,0,0,1
74810517,0,0,14,2,24,11,0,306,-9,0,1,0,0,2,2,0,0,0,1
74810745,0,1,22,1,45,34,0,198.666667,163,1,0,3,1,1,1,0,0,0,1
74810844,0,1,10,1,17,21,1,281,1,1,0,0,0,2,2,0,0,0,1
74810965,0,0,14,0,5,20,0,74,-48,0,1,0,0,1,1,0,0,0,1
74811363,1,0,17,0,44,9,0,61.333333,-103,0,1,0,0,3,3,0,0,0,1
74811377,0,0,12,1,2,12,1,111,-114,0,1,0,0,3,3,0,0,0,1
74811379,0,0,32,1,47,21,1,438.333333,-198,0,1,0,0,3,3,0,0,0,1
74811525,0,0,47,2,16,35,1,350,42,1,0,0,0,3,3,0,0,0,0
74811933,1,1,25,0,51,2,1,26.333333,39,1,0,0,0,3,3,0,0,0,1
74812166,1,1,19,2,48,19,1,247.333333,122,1,0,0,0,3,3,0,0,0,1
74812278,0,0,26,0,22,20,0,168.666667,-57,0,1,0,0,1,1,0,0,0,1
74812450,0,0,24,1,52,10,1,88.333333,3,1,0,0,0,3,3,0,0,0,0
74812577,0,0,51,1,3,11,1,42,-16,0,1,0,0,1,1,0,0,0,1
74812598,0,0,24,2,52,17,1,230.333333,-178,0,1,0,0,3,3,0,0,0,1
74812677,0,0,47,0,27,19,1,61.666667,-20,0,1,3,1,1,1,0,0,0,0
74812976,1,1,16,2,25,5,1,365.666667,-122,0,1,3,1,3,3,0,0,0,0
74813092,0,1,43,0,55,8,0,71,-36,0,1,0,0,3,3,0,0,0,0
74813136,1,1,25,0,45,2,1,225,-12,0,1,0,0,1,1,0,0,0,0
74813265,1,1,44,1,52,3,1,130.666667,-74,0,1,0,0,3,3,0,0,0,1
74813345,1,0,15,0,23,3,0,316.333333,-222,0,1,3,1,3,3,0,0,0,0
74813552,0,0,50,3,2,34,0,219,179,1,0,0,0,3,3,0,0,0,1
74813640,0,0,43,1,26,12,0,219.333333,18,1,0,0,0,3,3,0,0,0,0
74813691,1,1,49,1,62,3,1,140.666667,-422,0,1,0,0,3,3,0,0,0,1
74813914,0,1,60,2,38,45,1,158.333333,-87,0,1,0,0,2,2,0,0,0,1
74813926,0,0,17,0,47,11,1,359,7,1,0,3,1,3,3,0,0,0,0
74813944,1,0,16,1,21,11,1,279,-391,0,1,0,0,3,3,0,0,0,1
74814013,0,1,44,1,43,23,1,125.666667,12,1,0,2,1,2,2,0,0,0,1
74814072,1,0,16,2,33,10,0,167.5,-184.5,0,1,0,0,1,1,0,0,0,1
74814079,0,0,23,1,15,15,0,188,-47,0,1,0,0,3,3,0,0,0,1
74814246,0,0,17,0,26,30,1,223.333333,-72,0,1,0,0,2,2,0,0,0,1
74814276,0,0,42,2,55,23,1,86.333333,132,1,0,0,0,3,3,0,0,0,1
74814284,1,0,32,2,58,13,0,73.666667,-129,0,1,0,0,3,3,0,0,0,1
74814362,0,0,29,2,6,16,1,256.666667,46,1,0,0,0,3,3,0,0,0,0
74814479,0,0,46,0,6,7,0,196.666667,31,1,0,0,0,3,3,0,0,0,1
74814694,1,1,45,1,15,3,0,218.333333,-117,0,1,0,0,3,3,0,0,0,1
74814855,1,1,27,2,15,5,0,162.666667,-367,0,1,0,0,3,3,0,0,0,0
74815030,0,1,34,0,8,15,1,244.666667,-58,0,1,0,0,1,1,0,0,0,1
74815121,0,1,53,1,43,13,0,226.666667,76,1,0,0,0,2,2,0,0,0,1
74815290,0,0,51,0,1,9,1,16.333333,18,1,0,0,0,1,1,0,0,0,0
74815334,0,0,47,0,1,24,0,123.666667,148,1,0,0,0,3,3,0,0,0,1
74815349,0,0,48,3,13,24,1,194.333333,-208,0,1,0,0,3,3,0,0,0,1
74815355,1,0,47,0,1,2,1,275,-132,0,1,0,0,3,3,0,0,0,1
74815586,0,0,27,1,50,35,0,234.666667,197,1,0,3,1,3,3,0,0,0,1
74815624,1,1,14,1,11,17,0,334.666667,-147,0,1,0,0,3,3,0,0,0,0
74815653,0,0,23,1,10,34,1,275,1,1,0,1,1,3,3,0,0,0,1
74815668,0,1,53,1,60,32,1,288,163,1,0,1,1,3,3,0,0,0,0
74815698,0,1,19,2,22,32,1,159.333333,-5,0,1,3,1,3,3,0,0,0,0
74815757,0,0,14,1,24,19,1,130.333333,-55,0,1,3,1,3,3,0,0,0,1
74816038,1,1,38,2,19,6,1,378.666667,134,1,0,0,0,3,3,0,0,0,1
74816134,0,0,48,2,41,10,0,67.333333,73,1,0,3,1,1,1,0,0,0,1
74816195,0,0,18,0,27,5,1,81.333333,17,1,0,0,0,1,1,0,0,0,1
74816241,1,1,32,1,47,7,0,145,73,1,0,0,0,1,1,0,0,0,1
74816289,1,1,10,1,20,8,0,284.333333,101,1,0,0,0,3,3,0,0,0,1
74816382,0,0,35,1,14,22,1,41.666667,15,1,0,0,0,1,1,0,0,0,0
74816488,0,1,34,3,5,18,0,223,32,1,0,0,0,2,2,0,0,0,1
74816631,0,1,25,1,59,16,0,208.666667,13,1,0,0,0,3,3,0,0,0,1
74816707,1,1,14,0,36,2,0,349.333333,51,1,0,1,1,3,3,0,0,0,0
74816727,0,0,25,1,37,6,0,144,-44,0,1,0,0,1,1,0,0,0,0
74816744,0,0,18,1,18,15,1,108.666667,-61,0,1,0,0,1,1,0,0,0,1
74816859,0,1,20,0,11,15,0,74,55,1,0,0,0,1,1,0,0,0,0
74816899,0,0,53,2,8,13,0,256,209,1,0,0,0,4,4,0,0,0,1
74816906,1,0,16,0,10,10,0,293.333333,179,1,0,0,0,3,3,0,0,0,0
74816953,0,0,35,2,58,41,1,252,167,1,0,0,0,3,3,0,0,0,0
74817001,1,1,30,0,40,4,0,73.666667,-49,0,1,0,0,3,3,0,0,0,0
74817069,1,0,27,1,10,4,0,394,-208,0,1,0,0,3,3,0,0,0,1
74817169,0,0,29,2,38,24,1,270,153,1,0,0,0,4,4,0,0,0,0
74817222,1,1,42,2,31,14,1,242.666667,63,1,0,0,0,3,3,0,0,0,0
74817388,0,1,27,1,3,44,1,145.666667,-75,0,1,3,1,3,3,0,0,0,0
74817445,1,1,22,1,3,4,0,525.5,-415,0,1,0,0,3,3,0,0,0,0
74817889,1,0,28,1,37,8,1,432,124,1,0,0,0,3,3,0,0,0,0
74818037,0,0,40,0,5,21,1,119,101,1,0,3,1,1,1,0,0,0,0
74818103,1,1,14,0,50,4,0,159.5,-319,0,1,0,0,3,3,0,0,0,1
74818160,1,0,23,2,3,13,1,71,-113,0,1,0,0,3,3,0,0,0,0
74818208,1,0,41,1,35,6,0,35.333333,-102,0,1,0,0,4,4,0,0,0,0
74818311,1,1,22,0,21,4,0,239.666667,-290,0,1,0,0,3,3,0,0,0,0
74818600,0,1,36,1,15,23,1,298,118,1,0,0,0,3,3,0,0,0,1
74818674,1,1,18,1,29,12,0,115,-90,0,1,0,0,3,3,0,0,0,0
74818785,1,0,16,2,48,9,1,261,-113,0,1,0,0,3,3,0,0,0,0
74818896,0,0,35,0,5,10,1,474.666667,171,1,0,3,1,4,4,0,0,0,0
74819017,0,0,18,0,33,16,0,142,113,1,0,0,0,3,3,0,0,0,0
74819186,0,0,29,1,1,8,1,192.333333,87,1,0,2,1,2,2,0,0,0,0
74819242,0,1,30,2,39,48,0,381.666667,-374,0,1,1,1,4,4,0,0,0,0
74819264,0,0,41,0,16,7,1,159.666667,107,1,0,3,1,3,3,0,0,0,1
74819309,1,0,37,0,19,10,1,363.666667,48,1,0,0,0,3,3,0,0,0,1
74819343,0,0,32,3,55,41,0,36.666667,-32,0,1,0,0,3,3,0,0,0,1
74819537,1,0,53,2,2,14,1,17.666667,-22,0,1,0,0,3,3,0,0,0,0
74819578,0,0,25,1,50,10,1,15,13,1,0,0,0,1,1,0,0,0,1
74819667,0,0,28,2,50,10,1,144.666667,65,1,0,3,1,3,3,0,0,0,1
74819798,1,0,20,2,36,4,0,106.666667,150,1,0,0,0,1,1,0,0,0,0
74820030,1,0,36,1,46,4,0,100.666667,-39,0,1,0,0,3,3,0,0,0,0
74820048,0,0,14,3,30,37,0,169.666667,112,1,0,3,1,3,3,0,0,0,1
74820056,0,0,48,3,32,11,1,237.666667,126,1,0,0,0,2,2,0,0,0,1
74820078,1,1,49,0,45,2,0,405.666667,-703,0,1,3,1,3,3,0,0,0,1
74820179,1,1,34,0,21,10,1,360,22,1,0,0,0,3,3,0,0,0,0
74820306,1,0,36,1,9,3,0,216.333333,-126,0,1,0,0,1,1,0,0,0,1
74820441,0,1,50,2,37,51,1,186,181,1,0,0,0,2,2,0,0,0,1
74820448,0,0,46,2,55,23,1,45.333333,-11,0,1,0,0,3,3,0,0,0,1
74820504,0,0,35,1,53,14,1,295.666667,68,1,0,0,0,3,3,0,0,0,1
74820531,0,0,38,1,45,11,0,134.666667,-7,0,1,0,0,1,1,0,0,0,0
74820842,1,1,14,0,18,5,1,314,-202,0,1,0,0,3,3,0,0,0,1
74821006,0,0,20,1,5,20,0,77,-24,0,1,0,0,3,3,0,0,0,1
74821140,0,1,25,3,5,36,1,57.666667,51,1,0,0,0,3,3,0,0,0,0
74821191,0,0,29,0,3,16,1,282.333333,-99,0,1,0,0,1,1,0,0,0,1
74821242,1,1,13,1,33,4,1,144.666667,-292,0,1,0,0,3,3,0,0,0,0
74821287,0,0,45,1,52,6,1,183,72,1,0,0,0,3,3,0,0,0,1
74821460,1,1,11,0,1,5,1,279.333333,-259,0,1,0,0,3,3,0,0,0,0
74821566,0,0,48,1,5,10,0,210.666667,40,1,0,3,1,3,3,0,0,0,0
74821662,0,1,41,1,16,25,1,73.333333,6,1,0,0,0,3,3,0,0,0,1
74821778,0,0,23,0,5,5,1,166.666667,-98,0,1,0,0,3,3,0,0,0,0
74821892,0,0,52,1,34,7,0,203.666667,14,1,0,0,0,2,2,0,0,0,1
74822097,0,0,24,2,13,45,0,112,91,1,0,0,0,1,1,0,0,0,0
74822154,0,1,36,0,62,16,1,137.666667,56,1,0,3,1,3,3,0,0,0,1
74822213,1,1,48,1,19,3,1,68.666667,40,1,0,0,0,3,3,0,0,0,0
74822340,0,0,17,0,38,7,0,454.333333,-39,0,1,1,1,4,4,0,0,0,1
74822556,1,1,47,0,19,7,0,206.666667,-260,0,1,0,0,3,3,0,0,0,0
74822646,1,0,12,2,30,11,0,98.333333,-217,0,1,0,0,3,3,0,0,0,0
74822657,0,0,25,1,6,16,1,190.333333,222,1,0,0,0,1,1,0,0,0,0
74823092,0,0,18,0,23,5,1,208.333333,35,1,0,3,1,3,3,0,0,0,1
74823142,1,1,33,1,12,7,1,39.333333,-91,0,1,3,1,3,3,0,0,0,0
74823216,0,1,17,2,31,16,1,145,-51,0,1,3,1,3,3,0,0,0,0
74823221,1,1,48,0,23,9,1,101,-217,0,1,0,0,1,1,0,0,0,0
74823318,1,1,31,2,5,7,1,20.333333,-19,0,1,0,0,3,3,0,0,0,1
74823374,0,0,19,2,8,9,1,143.666667,159,1,0,0,0,3,3,0,0,0,1
74823426,0,0,47,2,4,20,0,84.666667,-89,0,1,0,0,3,3,0,0,0,1
74823481,0,0,42,1,30,17,0,187.666667,29,1,0,0,0,3,3,0,0,0,0
74823681,0,0,28,0,10,30,0,202.333333,250,1,0,0,0,2,2,0,0,0,0
74823728,0,0,36,3,15,11,0,51.666667,-13,0,1,0,0,1,1,0,0,0,1
74823842,0,1,47,0,25,26,1,69.333333,24,1,0,0,0,1,1,0,0,0,1
74824348,0,0,65,1,7,11,0,9.333333,4,1,0,0,0,3,3,0,0,0,1
74824452,1,0,14,2,32,12,0,253,-176,0,1,0,0,3,3,0,0,0,0
74824507,0,1,29,2,18,14,1,179.666667,-1,0,1,0,0,3,3,0,0,0,1
74824579,0,1,43,1,17,10,1,210.333333,92,1,0,0,0,3,3,0,0,0,1
74824819,0,0,17,1,10,30,1,305.333333,-10,0,1,0,0,3,3,0,0,0,0
74824885,1,1,66,1,15,3,1,176,19,1,0,0,0,1,1,0,0,0,0
74824938,1,1,38,2,32,5,0,133.666667,86,1,0,1,1,3,3,0,0,0,1
74825031,0,1,23,1,5,49,1,201.666667,97,1,0,0,0,3,3,0,0,0,1
74825126,0,1,41,2,15,12,1,129,109,1,0,0,0,3,3,0,0,0,0
74825377,1,1,50,1,22,5,1,59.333333,-26,0,1,0,0,3,3,0,0,0,0
74825521,0,1,44,1,16,7,1,154,88,1,0,0,0,3,3,0,0,0,1
74825532,0,1,13,1,5,26,0,316,-88,0,1,0,0,3,3,0,0,0,0
74825639,0,0,22,0,40,12,1,27.333333,29,1,0,0,0,1,1,0,0,0,0
74825689,0,1,41,2,5,11,1,78,-88,0,1,0,0,3,3,0,0,0,0
74826066,0,0,36,2,12,9,0,201,20,1,0,0,0,3,3,0,0,0,1
74826076,0,1,57,1,5,42,1,59.666667,-63,0,1,0,0,1,1,0,0,0,1
74826172,0,1,19,1,29,48,0,162,37,1,0,0,0,2,2,0,0,0,0
74826208,0,0,43,0,1,13,0,96.333333,-18,0,1,0,0,3,3,0,0,0,1
74826258,1,1,39,0,38,10,1,171.333333,-47,0,1,0,0,3,3,0,0,0,0
74826405,1,0,54,1,54,4,0,131.333333,-96,0,1,0,0,1,1,0,0,0,1
74826574,1,0,59,0,20,12,1,128,58,1,0,0,0,3,3,0,0,0,0
74826576,0,1,25,1,38,8,0,140.333333,-70,0,1,0,0,3,3,0,0,0,1
74826944,1,1,19,1,38,5,1,220.333333,-592,0,1,0,0,3,3,0,0,0,0
74826996,0,0,19,0,44,8,0,126.333333,-19,0,1,0,0,1,1,0,0,0,0
74827137,1,1,35,1,52,5,1,93,-14,0,1,0,0,1,1,0,0,0,0
74827209,0,0,24,0,15,22,0,180,-436,0,1,0,0,2,2,0,0,0,1
74827349,0,1,14,2,51,8,1,88.333333,-82,0,1,0,0,3,3,0,0,0,1
74827359,0,0,24,1,8,39,1,218.333333,7,1,0,0,0,1,1,0,0,0,1
74827409,1,0,15,1,60,12,0,1.333333,4,1,0,0,0,3,3,0,0,0,0
74827439,0,0,43,2,58,25,1,389.333333,48,1,0,3,1,3,3,0,0,0,0
74827441,0,1,41,0,18,14,1,159.666667,127,1,0,0,0,2,1,1,1,0,0
74827484,1,1,30,1,42,12,1,169.666667,103,1,0,3,1,3,3,0,0,0,1
74827633,1,0,23,0,11,8,1,185.333333,90,1,0,0,0,3,3,0,0,0,1
74827848,1,1,26,0,24,7,1,38.333333,19,1,0,0,0,3,3,0,0,0,0
74827903,0,1,43,1,5,11,1,421.333333,-134,0,1,0,0,3,3,0,0,0,1
74827911,1,0,14,1,25,7,0,186.333333,-79,0,1,0,0,3,3,0,0,0,0
74827932,1,0,61,1,62,13,0,0,0,0,0,0,0,1,1,0,0,0,0
74828082,0,0,59,1,17,18,1,197.666667,-13,0,1,0,0,3,3,0,0,0,1
74828141,0,1,50,2,9,60,1,17,-11,0,1,0,0,3,3,0,0,0,1
74828190,1,1,34,1,55,7,0,129,-158,0,1,0,0,3,3,0,0,0,1
74828241,0,0,49,2,10,14,1,153.333333,112,1,0,0,0,3,3,0,0,0,1
74828246,1,1,40,0,41,4,0,499,172,1,0,0,0,3,3,0,0,0,1
74828302,0,1,19,0,4,20,1,303,-43,0,1,3,1,2,2,0,0,0,1
74828318,0,0,29,0,31,7,1,348,116,1,0,0,0,3,3,0,0,0,1
74828349,1,1,10,3,22,16,0,30.333333,-91,0,1,1,1,3,3,0,0,0,0
74828432,0,0,42,1,17,29,0,118,37,1,0,3,1,3,3,0,0,0,0
74828435,1,1,11,0,11,9,1,349.333333,10,1,0,0,0,3,3,0,0,0,1
74828459,0,1,54,1,53,40,1,0.666667,0,0,0,0,0,3,3,0,0,0,1
74828657,1,0,14,0,46,11,1,384.333333,-33,0,1,0,0,3,3,0,0,0,0
74828760,0,0,55,1,55,7,1,219.333333,76,1,0,0,0,3,3,0,0,0,1
74828974,1,1,52,2,39,6,1,213.666667,10,1,0,0,0,3,3,0,0,0,0
74829128,1,1,17,1,38,15,0,99.333333,-17,0,1,0,0,1,1,0,0,0,0
74829150,1,0,22,2,52,10,0,31.333333,-94,0,1,2,1,3,3,0,0,0,0
74829353,1,1,46,0,20,14,1,103.666667,-4,0,1,0,0,3,3,0,0,0,0
74829356,1,1,32,1,10,11,0,27,-7,0,1,0,0,3,3,0,0,0,1
74829377,1,1,31,0,47,3,1,60.666667,-27,0,1,0,0,3,3,0,0,0,0
74829580,1,1,31,1,36,11,0,69.333333,-14,0,1,0,0,3,3,0,0,0,0
74829794,0,0,77,3,13,12,0,43.333333,-79,0,1,0,0,3,3,0,0,0,1
74829825,1,0,13,0,36,7,1,122,-151,0,1,3,1,1,1,0,0,0,0
74829929,0,0,67,1,13,21,1,39.333333,-8,0,1,0,0,2,2,0,0,0,0
74829956,1,1,13,1,32,3,1,551.333333,-15,0,1,0,0,4,4,0,0,0,1
74830099,1,0,15,1,18,3,1,156.333333,20,1,0,0,0,1,1,0,0,0,1
74830308,0,0,16,2,45,31,0,175.666667,-53,0,1,0,0,3,3,0,0,0,1
74830328,1,1,46,0,32,3,0,84.333333,-53,0,1,0,0,3,3,0,0,0,1
74830642,1,1,42,1,50,3,0,137.333333,-102,0,1,0,0,3,3,0,0,0,1
74830658,1,0,34,2,27,7,0,326,-106,0,1,0,0,3,3,0,0,0,0
74830716,1,0,27,1,3,6,1,133,75,1,0,0,0,3,3,0,0,0,1
74830865,0,0,54,2,20,7,1,38,39,1,0,0,0,3,3,0,0,0,1
74831038,1,1,30,0,47,3,1,94.333333,-273,0,1,2,1,3,3,0,0,0,1
74831098,1,1,26,2,35,16,0,155,-264,0,1,0,0,3,3,0,0,0,0
74831414,1,1,30,0,58,5,0,318,-499,0,1,0,0,3,3,0,0,0,0
74831442,1,1,19,0,10,6,0,366.666667,-3,0,1,0,0,3,3,0,0,0,1
74831452,0,1,37,0,5,7,1,118,-38,0,1,0,0,3,3,0,0,0,1
74831474,1,1,29,0,5,5,0,247.666667,245,1,0,3,1,3,3,0,0,0,1
74831674,0,1,46,3,20,15,1,14.666667,35,1,0,0,0,3,3,0,0,0,1
74831713,0,0,28,1,16,13,1,186,-210,0,1,3,1,3,3,0,0,0,1
74831719,1,1,23,2,16,20,0,57.333333,-109,0,1,0,0,3,3,0,0,0,0
74831731,1,0,14,2,16,6,1,313.333333,-283,0,1,0,0,3,3,0,0,0,1
74831742,0,0,20,2,15,8,0,203.333333,125,1,0,0,0,3,3,0,0,0,1
74831765,0,0,50,1,37,35,1,108,-60,0,1,3,1,1,1,0,0,0,0
74831780,0,1,65,1,2,16,1,6,-13,0,1,3,1,1,1,0,0,0,0
74831872,1,1,14,0,24,4,1,166.333333,-424,0,1,0,0,4,4,0,0,0,1
74831876,0,0,31,0,45,19,1,63.333333,-52,0,1,3,1,1,1,0,0,0,1
74831956,1,0,11,0,12,5,0,448.333333,-332,0,1,0,0,3,3,0,0,0,1
74832038,1,1,22,1,11,6,0,334.666667,2,1,0,0,0,3,3,0,0,0,1
74832071,0,1,33,0,36,13,1,190.333333,-8,0,1,0,0,3,3,0,0,0,1
74832178,1,1,28,1,27,13,1,156.333333,47,1,0,0,0,3,3,0,0,0,0
74832237,0,0,66,1,32,21,1,104.666667,0,0,0,3,1,3,3,0,0,0,0
